SERIAL_NUMBER,DEVICE_CODE,LOCAL_EQUIPMENT_CODE,SITE,COMPANY_CODE,LOCATION_CODE,MANUFACTURING_DATE,BRAND,MANUFACTURER_COMPANY,MADE_IN,MODEL_TYPE,POWER_RATING,POWER_RATING_DETAIL,HV_RATED,LV_RATED,LV2_RATED,HV_RATED_A,LV_RATED_A,LV2_RATED_A,TYPE_OF_COOLING,TAP_CHANGER_TYPE,PHASES,VECTOR_GROUP,IMPEDANCE_MIDDLE_TAP,IMPEDANCE_DETAIL,STANDARD,TEMP_RISE_MAX,WINDING_INSULATION,TYPE_OF_INSULATION,TOTAL_MASS,CORE_AND_COIL_MASS,TANK_AND_FITTING_MASS,OIL_MASS,SHIPPING_MASS,OIL_QUANTITY,DIMENSION,SPECIFICATION,APPLICATION,BUSHING_LV_TYPE,BUSHING_HV_TYPE,REMARK,DATA,NO_WINDING,LOCATION_GPS,FILEUPLOAD,Service_Type,SPARE2,SPARE3,GI,API,IOI,OLTCI,BI,ARI,DGA,HI,Result_Date
E541351_2,42BFT30GT005,GTG42 Starting Transformer,SITE2,,,2021-01-01 00:00:00,UNI TRAFO,,,,1250,1250 kVA,11,0.69,0.69,,,,ONAN,NLTC,3,Dyn11d0,6,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"12.694677796054563, 101.14558642214357",,Auxiliary Transformer,,,,,,,,,,0,
E541361_1,61BFT30GT005,GTG61 Starting Transformer,SITE2,,,2021-01-01 00:00:00,UNI TRAFO,,,,1250,1250 kVA,11,0.69,0.69,,,,ONAN,NLTC,3,Dyn11d0,6,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"12.69467970051651, 101.14532092524577",,Auxiliary Transformer,,,,,,,,,,0,
E541361_2,62BFT30GT005,GTG62 Starting Transformer,SITE2,,,2021-01-01 00:00:00,UNI TRAFO,,,,1250,1250 kVA,11,0.69,,,,,ONAN,NLTC,3,Dyn11d0,6,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"12.694680617483376, 101.14509598224808",,Auxiliary Transformer,,,,,,,,,,0,
1LKR040038TER,33-31-32BFT10,32BFT10,SITE3,33,31,2004-01-01 00:00:00,ABB,"ABB Asea Boveri,Limited KOREA",KOREA,,1000,,6.9,0.42,,83.7,1374.6,,AN,NLTC,3,Yyn0(d11),5.77,,IEC60726,100,F,Cast Resin,4000,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.677010, 101.133594",,Auxiliary Transformer,,100,5,13,0,,,,,72,2025-04-09
1LKR050450TER,33-31-31BFT10,31BFT10,SITE3,33,31,2005-01-01 00:00:00,ABB,ABB,-,-,1000,1000KVA,6.9,0.42,,83.7,1374.6,,AN,NLTC,3,Yyn0(d11),5.58,5.58%,IEC60726,100,F,Cast Resin,4000,-,-,-,-,-,-,-,Plant maintenance,Others,Others,,DRY TYPE,2,"12.676998, 101.134083",,Auxiliary Transformer,,100,5,20,0,,,,,100,2025-04-09
1LKR091729,36-51-51BFT12GT001,51BFT12GT001,SITE3,36,51,2009-01-01 00:00:00,ABB,ABB LIMITED,-,-,3325,2500/3325 KVA,6.9,0.42,,278.2,4570.2,,AN/AF,NLTC,3,Dyn1,8.73,8.73AT3325KVA,IEC 60076-11,97,H,Cast Resin,7600,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676217, 101.136760",,Auxiliary Transformer,,88.89,5,12,0,,,,,68,2025-04-09
1LKR091730,36-51-51BFT11GT001,51BFT11GT001,SITE3,36,51,2009-01-01 00:00:00,ABB,ABB LIMITED,-,-,3325,2500/3325 KVA,6.9,0.42,,278.2,4570.2,,AN/AF,NLTC,3,Dyn1,8.66,8.66 AT3325KVA,IEC 60076-11,97,H,Cast Resin,7600,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676233, 101.136783",,Auxiliary Transformer,,88.89,5,12,0,,,,,68,2025-04-09
1LKR091731,36-51-51BFT13GT001,51BFT13GT001,SITE3,36,51,2009-01-01 00:00:00,ABB,-,-,-,400,400kVA,6.9,0.42,,35.5,549.9,,AN,NLTC,3,Dyn1,4.0,4.0 AT400KVA,IEC 60076-11,97,H,Cast Resin,2100,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.673408, 101.137483",,Auxiliary Transformer,,77.78,5,4,0,,,,,36,2025-04-09
20083122TIC003,36-51-50BAT01GT001,GSUTCTG5.30.EN,SITE3,22,36,2010-01-01 00:00:00,HYUNDAI,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",KOREA,,325000,227/325MVA,115,20,,1632,9382,,ONAN/ONAF,OLTC3,3,YNd1,14.121,14.121(AT 325MVA),IEC60076,65/52,65,Mineral Oil,299000,160050,64450,74500,190500,83800,,"TRANSFORMER, OIL TYPE, 325MVA, 115KV/20KV, HYUNDAI",EMM,OIL-TO-AIR,OIL-TO-OIL,EMM,OIL TYPE,2,"12.676499, 101.136784",,GSUT,,75,5,17,15,20,20,0,0,96,2025-05-29
20083122TIC008,36-51-52BAT01GT001,GSUTSTG5.30.EN,SITE3,22,36,2010-01-01 00:00:00,HYUNDAI,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",KOREA,,175000,122/175MVA,115,15.75,,879,6415,,ONAN/ONAF,OLTC1,3,YNd1,13.559,13.559(AT 175MVA),IEC60076,65/52,65,Mineral Oil,204500,108135,46315,50050,13300,56300,,"TRANSFORMER, OIL TYPE, 175MVA, 115KV/15.75KV, HYUNDAI",EMM,OIL-TO-AIR,OIL-TO-OIL,EMM,OIL TYPE,2,"12.675860, 101.136767",,GSUT,,75,5,20,15,20,20,0,0,100,2025-05-30
225307,71BBT10CE301,71BBT10,SITE3,SPP3,GSPP2R,2023-01-01 00:00:00,THAI TRAFO,"THAI TRANFO MANUFACTURING CO., LTD.",THAILAND,,8000,8000 kVA,11,6.9,,,,,ONAN,OLTC1,3,Dyn1,8.26,8000 kVA at 75C,IEC60076,48/53,120C,Mineral Oil,24000,,,5600,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.6782163374535, 101.13705234398111",,Unit Auxiliary Transformer,,83.33,5,13,15,20,0,0,0,88,2025-03-03
225308,72BBT10CE301,72BBT10,SITE3,SPP3,GSPP2R,2023-01-01 00:00:00,THAI TRAFO,"THAI TRANFO MANUFACTURING CO., LTD.",THAILAND,,8000,8000 kVA,11,6.9,,,,,ONAN,OLTC1,3,Dyn1,8.24,8000 kVA at 75C,IEC60076,48/53,120C,Mineral Oil,5600,,10500,5600,24000,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.678158054594952, 101.13705592834576",,Unit Auxiliary Transformer,,83.33,0,15,15,0,0,0,0,50,2025-03-03
225309,70BFT10GH001,70BFT10,SITE3,SPP3,GSPP2R,2023-01-01 00:00:00,THAI TRAFO,"THAI TRANFO MANUFACTURING CO., LTD.",THAILAND,,1500,1500 kVA,6.6,0.42,,125.5,2062,,ONAN,NLTC,3,Dyn1,7.41,1500 kVA at 75C,IEC60076,48,,Mineral Oil,5230,2010,,,,1360,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.678209823175061, 101.13710828008972",,Auxiliary Transformer,,83.33,5,10,15,0,0,0,0,75,2025-03-03
225310,70BFT20GH001,70BFT20,SITE3,SPP3,GSPP2R,2023-01-01 00:00:00,THAI TRAFO,"THAI TRANFO MANUFACTURING CO., LTD.",THAILAND,,1500,1500 kVA,6.6,0.42,,,,,ONAN,NLTC,3,Dyn1,7.41,1500 kVA at 75C,IEC60076,48,,Mineral Oil,5230,2010,,,,1360,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.678213612582677, 101.13710898451296",,Auxiliary Transformer,,83.33,5,13,15,0,0,0,0,83,2025-03-03
243597801,31-49-RAPC-XF-11,RAPC-XF-11,SITE3,31,RAPC-XF-11.30.EN,1996-07-16 00:00:00,ABB,ABB,USA,VENT,1500,,6.9,0.416,,126,2082,,AA/FA,NLTC,3,YNyn0,5.85,1500 kVA,,150/150,AA,Cast Resin,10700,8900,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676689, 101.136798",,Auxiliary Transformer,,77.78,5,20,0,,,,,100,2025-04-09
243597802,31-49-RAPC-XF-12,RAPC-XF-12,SITE3,31,RAPC-XF-11.30.EN,1997-09-16 00:00:00,ABB,ABB,USA,VENT,1500,-,6.9,0.416,,126,2082,,AA/FA,NLTC,3,YNyn0,5.84,1500 kVA,,150/150,AA,Cast Resin,10700,8900,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676682, 101.136755",,Auxiliary Transformer,,88.89,5,16,0,,,,,84,2025-04-09
331000H508_8727I,32-21-2APC-XF-23,2APC-XF-23.30.EN,SITE3,32,21,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,1000,1000/1333 KVA,6.9,0.416,,112,1850,,AA/FA,NLTC,3,Yyn0(d11),6.91,6.91% at 1000 kVA,-,150 C,-,Cast Resin,8600,5900,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676217, 101.134908",,Auxiliary Transformer,,88.89,5,17,0,,,,,88,2025-04-09
331000H509_8727J,32-11-1APC-XF-23,1APC-XF-23,SITE3,32,11,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,1000,1000/1333 kVA,6.9,0.416,,112,1850,,AA/FA,NLTC,3,Yyn9,6.94,6.49 at 1000 kVA and 170 C,-,150 C,-,Cast Resin,8600,5900,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676234, 101.134915",,Auxiliary Transformer,,66.67,5,13,0,,,,,72,2025-04-09
332152H501_8727C,32-21-2APC-XF-11,2APC-XF-11,SITE3,32,21,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882 kVA,6.9,0.416,,241,4000,,AA/FA,NLTC,3,Yyn9,6.59,6.59 AT 2162 KVA @ 170 C,-,150 C,-,Cast Resin,14600,10800,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676792, 101.135226",,Auxiliary Transformer,,77.78,5,13,0,,,,,72,2025-04-09
332162H5018727A,32-11-1APC-XF-11,1APC-XF-11,SITE3,32,11,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882 kVA,6.9,0.416,,241,4000,,AN,OLTC1,3,Yyn9,6.58,6.58 AT216KVA@170C,,,,Cast REsin,14500,10800,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676832, 101.13626",,Auxiliary Transformer,,88.89,5,13,0,,,,,72,2025-04-09
332162H501_8727B,32-11-1APC-XF-12,1APC-XF-12,SITE3,32,11,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882 KVA,6.9,0.416,,241,4000,,AA/FA,NLTC,3,Yyn9,6.58,6.58 % at 2162,,,,Cast Resin,14500,10800,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676467, 101.136445",,Auxiliary Transformer,,88.89,5,11,0,,,,,64,2025-04-09
332162H501_8727D,32-21-2APC-XF-12,2APC-XF-12,SITE3,32,21,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882,6.9,0.416,1.44,241,4000,,AA/FA,NLTC,3,Yyn0(d11),6.50,6.50 AT 2162KVA 170C,-,150,-,Cast Resin,14500,108,-,-,-,-,-,-,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676844, 101.135238",,Auxiliary Transformer,,88.89,5,15,0,,,,,80,2025-04-09
332162H501_8727E,32-11-1APC-XF-21,1APC-XF-21,SITE3,32,11,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882 KVA,6.9,0.416,,241,4000,,AA/FA,NLTC,3,Yyn9,6.49,6.49 at 2162 kVA and 170 C,-,150 C,-,Cast Resin,14500,10800,-,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676775, 101.136261",,Auxiliary Transformer,,100,5,15,0,,,,,80,2025-04-09
332162H502_8727F,32-11-1APC-XF-22,1APC-XF-22,SITE3,32,11,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882 kVA,6.9,0.416,,241,4000,,AA/FA,NLTC,3,Yyn9,6.46,6.46 at 2162 kVA 170 C,-,150 C,-,Cast Resin,14500,10800,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676461, 101.136455",,Auxiliary Transformer,,88.89,5,13,0,,,,,72,2025-04-09
332162H502_8727G,32-21-2APC-XF-21,2APC-XF-21,SITE3,32,21,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882,6.9,0.416,1.44,241,4000,,AA/FA,NLTC,3,Yyn0(d11),6.51,6.91 AT1000KVA 170C,-,150,-,Cast Resin,14500,10800,-,-,-,-,-,-,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.67665, 101.135369",,Auxiliary Transformer,,66.67,5,13,0,,,,,72,2025-04-09
332162H502_8727H,32-21-2APC-XF-22,2APC-XF-22,SITE3,32,21,1997-01-01 00:00:00,VIRGINIA,VIRGINIA TRANSFORMER CORP.,USA,-,2162,2162/2882,6.9,0.416,1.44,241,4000,,AA/FA,NLTC,3,Yyn0(d11),6.66,6.91 AT 2162KVA 170C,-,150,-,Cast Resin,14500,10800,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676646, 101.135437",,Auxiliary Transformer,,88.89,5,13,0,,,,,72,2025-04-09
3911888,31-90-CPPC-XF-KW1A,KW1A,SITE3,20,31,1996-11-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,-,500,500KVA,22,0.4,,13.12,721.7,,ONAN,NLTC,3,ZNyn11,5.79,5.79AT500KVA,IEC60076,60/65,65,Mineral Oil,5290,2910,-,-,-,1470,-,"TRANSFORMER, OIL TYPE, 500KVA, 22KV/0.4KV, TIRATHAI, GIS Substation Service",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,2,"12.677468, 101.135116",,Auxiliary Transformer,,100,5,17,15,,,,,93,2025-04-23
4010290,31-90-CPPC-XF-KW4A,KW4A.30.EN,SITE3,31,91,1998-01-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,LH.26,500,,22,0.4,,13.12,721.71,,OA,NLTC,3,Dyn1,5.9,5.90 % at 75 C,ANSIC57.12,-,,Mineral Oil,2950,,,,,670,,,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.677575, 101.134576",,Auxiliary Transformer,,100,5,16,15,,,,,90,2025-04-23
4010291,31-90-CPPC-XF-KW3A,KW3A,SITE3,31,90,1998-01-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,LH26,500,-,22,0.4,,13.12,721.71,,OA,NLTC,3,Dyn1,5.9,5.90 % at 75 C,ANSIC57.12,55,55,Mineral Oil,2950,-,-,-,-,670,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.677586, 101.134572",,Auxiliary Transformer,,100,5,15,15,,,,,88,2025-04-23
4010922,31-90-CPPC-XF-KW2A,KW2A,SITE3,31,KW2A.30.EN,1998-01-04 00:00:00,TIRATHAI,TIRA THAI,THAILAND,LH.18,500,-,22,0.4,,13.12,721.69,,ONAN,NLTC,3,ZNyn11,5.91,,IEC 76,60/65,,Mineral Oil,5245,2885,,,,1470,,,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.677606, 101.134742",,Auxiliary Transformer,,100,5,17,15,,,,,93,2025-04-09
4104077,32-90-CAPE-XF-3,TR3 Coal Handling,SITE3,32,,1998-09-29 00:00:00,AEKARAT,AEKARAT ENGINEERING PUBLIC COMPANY LIMITED,THAILAND,15FL,1600,,6.9,0.416,,133.8,2220.58,,ONAN,NLTC,3,Dyn0,6.32,,,,A,Mineral Oil,4570,,,,,1150,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.673858, 101.136678",,Auxiliary Transformer,,100,5,4,15,,,,,60,2025-04-09
4104453,32-90-CAPE-XF-4,TR4,SITE3,,,1998-07-29 00:00:00,AEKRAT,AEKARAT ENGINEERING PUBLIC COMPANY LIMITED,THAILAND,,1600,,6.9,0.416,,,,,ONAN,NLTC,3,Yyn0,6.32,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676577, 101.136612",,Auxiliary Transformer,,100,5,4,15,,,,,60,2025-04-09
4104758,32-90-CAPF-XF-2,TR2 Coal Handling,SITE3,32,,1998-09-14 00:00:00,AEKARAT,AEKARAT ENGINEERING PUBLIC COMPANY LIMITED,THAILAND,-,6000,,22,7.2,,157.46,481.13,,ONAN,NLTC,3,Dyn1,8.27,-,,,A,Mineral Oil,13940,,,,,3270,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.673839, 101.136681",,Auxiliary Transformer,,100,5,4,15,,,,,60,2025-04-09
4104759,32-90-CAPF-XF-1,TR1 Coal Handling,SITE3,32,,1998-09-14 00:00:00,AEKARAT,AEKARAT ENGINEERING PUBLIC COMPANY LIMITED,THAILAND,130TL,6000,,22,7.2,,157.46,481.31,,ONAN,NLTC,3,Dyn1,8.28,,,,A,Mineral Oil,13940,,,,,3270,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.673789, 101.136681",,Auxiliary Transformer,,22.22,5,20,15,,,,,100,2025-04-09
4202021,CFB#3 Temporary,CFB#3 Service Transformer,SITE3,,,1999-01-01 00:00:00,EKARAT,EKARAT ENGINEERING,THAILAND,,500,500kVA,6.9,0.4,,41.84,721.69,,ONAN,NLTC,3,Dyn11,4.37,,,,,Mineral Oil,1845,,,,,428,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676969, 101.134312",,Auxiliary Transformer,,100,5,20,15,,,,,100,2025-04-09
4612314,33-32-32BBT10,32BBT10,SITE3,33,32,2004-01-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,,2000,,11.5,7.2,,100.4,160.4,,ONAN,OLTC1,3,Dyn1,6.36,6.66/6.36/6.21 AT2000KVA,IEC60076,57/52,57,Mineral Oil,8600,,2450,2700,8600,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.677061, 101.133706",,Unit Auxiliary Transformer,,83.33,5,20,15,20,0,0,0,100,2025-04-09
4710346,TR.SPARE,TR.SPARE,SITE3,,,2004-01-01 00:00:00,TIRA THAI,TIRA THAI,Thailand,PT3W52500/123,50000,38500/50000,123,11,,234.7,2624,,ONAN/ONAF,NLTC,3,YND11,10.78,10.78 at 50000kVA,,50/55,,Mineral Oil,65000,31700,13600,,55000,18600,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.677805, 101.134402",,GSUT,,,,,,,,,,0,
4711343,33-31-31BBT10,31BBT10,SITE3,33,32,2005-01-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,,2000,,11.5,7.2,,100.4,160.4,,ONAN,OLTC1,3,Dyn1,5.54,5.83/5.54/6.40AT2000KVA,IEC60076,52/57,,Mineral Oil,8600,,2450,2700,8600,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.677068, 101.133930",,Unit Auxiliary Transformer,,75,5,20,15,20,0,0,0,100,2026-04-20
48310781,TR-Admin,TR.Admin,SITE3,,,2005-10-30 00:00:00,QTC,QTC EnergyPublic Company Limited Thailand,THAILAND,-,500,-,22,0.4,,13.12,721.69,,ONAN,NLTC,3,Dyn11,4.12,-,IEC 76,60/65,,Mineral Oil,1700,1055,-,395,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.677311, 101.136744",,Auxiliary Transformer,,88.89,5,19,15,,,,,98,2025-04-09
5011857,34-31-3GTB-XF-1,CFB3 GSUT.30.EN,SITE3,22,34,2008-12-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,PT5W161200/118,155000,124/155MVA,118,15.75,,758.4,5682,,ONAN/ONAF,NLTC,3,YNd1,12.36,12.51/12.36/12.25(AT 215 MVA),IEC6076,57/52,57,Mineral Oil,155000,76000,13000,37600,,,,"TRANSFORMER, OIL TYPE, 155MVA, 118KV/15.75KV, TIRATHAI",EMM,Oil-To-Air,Oil-To-Oil,EMM,OIL TYPE,2,"12.67704, 101.134351",,GSUT,,83.33,5,20,15,0,20,0,0,100,2025-04-09
5011858,34-31-3APE-XF-1,CFB3 UAT,SITE3,34,31,2008-08-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,PT3W2000/15.75,20000,16/20 MVA,15.75,7.2,,733.1,1604,,ONAN/ONAF,OLTC1,3,Dyn1,9.82,10.31/9.82/9.59AT20MVA,IEC60076,52/57,57,Mineral Oil,34500,,8000,7200,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676991, 101.134346",,Unit Auxiliary Transformer,,83.33,5,20,15,4,0,0,0,73,2025-04-09
510049,31-90-CPPB-XF-KT2A,KT2A.30.EN,SITE3,20,31,2011-01-01 00:00:00,ABB,ABB LIMITED,THAILAND,TrafoStar,200000,120/160/200MVA,230,121,11,502,954.3,,ONAN/ONAF,OLTC3,3,YNa0(d1),16.6,16.25/16.60/18.18(POS 8L/N/12R),ANSI C57.12.00,60/60,60,Mineral Oil,160000,72500,37190,50310,93000,-,-,"TRANSFORMER, OIL TYPE, 200MVA, 230KV/121KV, ABB",EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,3,"12.67782, 101.133647",,Distribution Transformer,,100,5,19,15,20,20,20,20,99,2025-05-28
512033,31-90-CPPA-XF-KT14A,KT14A.30.EN,SITE3,20,31,2012-01-01 00:00:00,ABB,ABB LIMITED,THAILAND,TrafoStar,50000,50000,112.5,23,,256.6,1255.1,,ONAN/ONAF,OLTC1,3,YNd1,14.45,15.44/14.45/14.15(POS 1/10/19),ANSI C57.12.00,60/60,60,Mineral Oil,69000,34000,20715,14285,69000,,,"TRANSFORMER, OIL TYPE, 50MVA, 112.5KV/23KV, ABB",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,2,"12.677414, 101.135425",,Distribution Transformer,,100,5,20,15,20,20,20,20,100,2026-04-20
53105200EE,TR103,TR103.30.EN,SITE3,-,WTP,2010-01-01 00:00:00,EKARAT,EKARAT ENGINEERING,THAILAND,-,400,40KVA,22,0.4,,104.97,5773.5,,ONAN,NLTC,3,Dyn11,12.56,12.56%,-,60K,-,Cast Resin,11055,-,-,-,-,-,-,-,Plant Maintenance,Oil-To-Air,Oil-To-Air,-,OIL TYPE,2,"12.674222, 101.136963",,Auxiliary Transformer,,100,5,4,15,,,,,60,2025-04-09
5513260,31-90-CPPC-XF-KW5A,KW5A.30.EN,SITE3,31,90,2013-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,LH.20,500,-,22,0.4,,13.1,721.7,,ONAN,NLTC,3,ZNyn11,6.41,6.41 at 75 C,IEEE C57.12.00,60,A,Mineral Oil,4400,-,-,-,-,1410,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.677471, 101.135406",,Auxiliary Transformer,,100,5,14,15,,,,,85,2025-04-23
57005,31-29-2GTG-XF-1,2GTG-XF-1.30.EN,SITE3,20,31,1997-01-01 00:00:00,ABB,ABB T&D LIMITED,THAILAND,CP1,45000,54/72/90MVA,118,11.5,11.5,440.4,2259.2,2259.2,OA/FA/FOA,NLTC,3,YNd1d1,7.24,7.10/7.24/7.40(POS 1/3/5),ANSI C57.12.00,65/65,65,Mineral Oil,111900,60100,21300,28200,98700,,,"TRANSFORMER, OIL TYPE, 90MVA, 118KV/11.5KV, ABB",EMM,Oil-To-Air,Oil-To-Oil,EMM,OIL TYPE,3,"12.677004, 101.134901",,GSUT,,66.67,5,20,15,0,20,0,0,100,2025-04-22
57011,32-21-1GTB-XF-1,1GTB-XF-1.30.EN,SITE3,21,32,1997-01-01 00:00:00,ABB,ABB T&D LIMITED,THAILAND,CP1,215000,160/190/215MVA,118,15.75,,1052,7881.3,,,NLTC,3,YNd1,13.37,"13.67, 13.37, 13.09(Pos. Tap 1, 3, 5)",ANSI C57.12.00,65,105,Mineral Oil,145600,85600,19900,40100,102700,45724,,"TRANSFORMER, OIL TYPE, 215MVA, 118KV/15.75KV, ABB",EMM,Oil-To-Air,Oil-To-Oil,EMM,OIL TYPE,2,"12.677042, 101.136356",,GSUT,,75,5,20,15,0,0,0,0,100,2026-08-09
57012,32-21-2GTB-XF-1,2GTB-XF-1.30.EN,SITE3,21,32,1997-01-01 00:00:00,ABB,ABB T&D LIMITED,THAILAND,CP1,215000,160/190/215MVA,118,15.75,,1052,7881.3,,OA/FA/FA,NLTC,3,YNd1,13.22,13.53/13.22/12.93(POS 1/3/5),ANSI C57.12.00,65/65,65,Mineral Oil,145600,85600,19900,40100,102700,,,"TRANSFORMER, OIL TYPE, 215MVA, 118KV/15.75KV, ABB",EMM,Oil-To-Air,Oil-To-Oil,EMM,OIL TYPE,2,"12.677048, 101.135347",1524112465-31-29-2GTG-XF-1.jpg,GSUT,,75,5,18,15,0,20,0,0,97,2025-04-09
6512362,71BAT10CE101,71BAT10,SITE3,SPP3,GSPP2R,2023-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT4W82543/118,72000,63000/72000,118,11,,352.3,3779,,ONAN/ONAF,OLTC1,3,YNd1,14.47,14.47@72MVA,IEC60076,48/53,,Mineral Oil,100000,,25620,20580,79000,,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.678282148793347, 101.13724963520491",,GSUT,,83.33,5,13,15,20,0,0,0,88,2025-03-03
6512363,72BAT10CE101,72BAT10,SITE3,SPP3,GSPP2R,2023-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT4W82543/118,72000,63000/72000,118,11,,352.3,3779,,ONAN/ONAF,OLTC1,3,YNd1,14.47,14.47@72MVA,IEC60076,48/53,,Mineral Oil,100000,,25620,20580,79000,,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.678194384223191, 101.13724077900322",,GSUT,,75,5,20,15,20,0,0,0,100,2025-04-20
9624007,31-49-RAPE-XF-1,RAPE-XF-1,SITE3,31,49,1996-01-01 00:00:00,PAUWELS,PAUWELS TRAFO BELGIUM,BELGIUM,,13400,,11.5,7.2,,1124.4,1796.2,,OA/FA,OLTC1,3,Dyn1,6.94,6.94 % at 13.4 MVA,ANSI C57.12,65,65,Mineral Oil,36900,20800,8200,7900,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676752, 101.136937",,Unit Auxiliary Transformer,,83.33,5,18,15,20,0,0,0,97,2026-04-20
