SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
VN85042301_1,2013-05-27 00:00:00,200,13.537,14.637,15.829,-,-,-,-,18.148,19.589,21.371,-,-,18.241,20.010,21.774,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,4.737,3.593,4.675,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
VN85040202_1,2013-05-27 00:00:00,200,6.056,6.611,7.160,-,-,-,-,7.936,8.650,9.382,-,-,9.040,9.9,10.751,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2.225,1.753,2.237,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040202_2,2013-05-26 00:00:00,200,4.926,5.756,6.213,-,-,-,-,6.173,7.236,7.968,-,-,6.826,7.335,8.012,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,"1,932",1.536,1.943,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85042301_2,2013-05-26 00:00:00,200,35.262,33.225,29.867,-,-,-,-,50.680,48.637,46.323,-,-,56.930,47.470,45.892,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,20,5.175,4.026,5.176,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
VN13700701_2,2013-05-25 00:00:00,200,6.785,7.367,8.050,-,-,-,-,8.924,9.683,10.535,-,-,8.973,9.734,10.590,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2503,1921,2450,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,40,,0
VN13700701_1,2013-05-24 00:00:00,200,5.391,5.882,6.404,-,-,-,-,6.492,7.487,8.251,-,-,6.982,7.493,8.274,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2074,1592,2049,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Multimeter-Fluke 189,8870053,,30,-,-,78,,0
VN13700702_1,2013-05-23 00:00:00,200,4.323,4.642,5.106,-,-,-,-,5.577,6.021,6.634,-,-,5.548,5.918,6.492,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,1551,1213,1574,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,29,-,-,79,,0
VN13700702_2,2013-05-22 00:00:00,200,11.369,11.164,11.811,-,-,-,-,15.984,16.560,17.566,-,-,15.895,16.205,17.103,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2029.8,1528.9,2004.6,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,59,,0
VN85040201_1,2013-05-21 00:00:00,200,10.461,11.281,12.209,-,-,-,-,13.275,14.322,15.502,-,-,13.107,14.162,15.355,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2698,2305,3006,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,59,,0
VN85040204_1,2013-05-21 00:00:00,200,11.121,11.132,13.492,-,-,-,-,12.850,13.948,15.2,-,-,13.686,15.142,16.437,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2.561,2.042,2.551,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040201_3,2013-05-21 00:00:00,200,8.753,9.562,10.434,-,-,-,-,11.069,12.056,13.134,-,-,12.732,13.859,15.183,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2754,2051.6,2668.9,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,29,-,-,43,,0
VN85040201_4,2013-05-20 00:00:00,200,7.91,8.42,9.96,-,-,-,-,9.71,10.41,11.66,-,-,11.21,12.11,13.930,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,3.321,2.571,3.322,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit S,-,8870053,-,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040201_2,2013-05-20 00:00:00,200,9.590,10.340,11.460,-,-,-,-,13.200,14.490,15.960,-,-,12.180,13.130,14.360,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2800,2190,2770,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,59,,0
VN85040204_2,2013-05-20 00:00:00,200,7.910,8.59,9.420,-,-,-,-,9.69,10.510,11.440,-,-,11.130,12.08,13.170,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2.487,1.139,2.421,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
PT3W67000/123,2013-05-16 00:00:00,200,5.4720,5.9130,6.4210,2,5.697,4,6.152,4.1870,4.5030,4.8860,4.356,4.684,5.4930,5.9310,6.4310,5.695,6.176,,,,,,,,,,,,,,,,200,81,114.47,113.23,,,,,,,,,,,,,,,,,,,,,,,,0
PP0286B01,2013-04-29 00:00:00,200,0.837,0.925,1.105,,,,,1.285,1.504,1.825,,,1.054,1.236,1.524,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,200,54.78,39.50,56,,,,,,,,,,,,Mr. Phanupong Inchina,Mr. Witoon Khommuangpuk,"TIS Engineering and Service Co., Ltd",GLOW,Digital Multimeter - Fuke189,,2012-05-21,,,,,,0
VN85040201_3,2013-01-05 00:00:00,200,-,9.824,-,-,-,-,-,-,11.974,-,-,-,-,14.050,-,-,-,-,2.74,-,-,-,-,0.68,-,-,-,-,1.38,-,-,-,50,2745,2061,2665,-,-,-,-,-,-,-,-,-,-,-,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,56,,2.74
57001,2012-10-06 00:00:00,200,2.810,3.556,5.023,,,,,2.232,2.909,4.257,,,3.927,5.007,7.023,,,88.28,128.68,89.98,,,90.31,158.58,101.47,,,82.64,336.15,250.10,,,200,80.12,65.79,108.39,,,,,,,,,,,,Mr.Anusit Sara,Mr.Attaphon Laongjinda,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Variac/Fulke 189,,2012-05-23,,,,,,336.15
PBJ1200,2012-08-19 00:00:00,200,,2.999,,,,,,,3.530,,,,,3.864,,,,,11.06,,,,,16.88,,,,,19.63,,,,50,848.6,672.7,846.0,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Raytech / SPY Mark III,,2012-05-23,,,,,,19.63
PTE 1689/03,2012-08-18 00:00:00,200,6.1030,6.8410,8.1490,1L,6.726,1R,6.964,4.8570,5.420,6.3250,6.726,6.964,4.8930,5.5210,6.4890,5.463,5.635,,,,,,,,,,,,,,,,200,10.599,10.357,15.393,,,,,,,,,,,,,,,,,,,,,,,,97.61
PTE 1689/03,2012-08-16 00:00:00,200,3.4760,3.9840,5.010,1L,3.979,1R,4.117,3.4480,3.8840,4.770,3.826,3.964,4.9270,5.7350,7.5010,5.636,5.881,,,,,,,,,,,,,,,,200,8.944,8.423,15.082,,,,,,,,,,,,,,,,,,,,,,,,98.3
57011,2012-08-14 00:00:00,200,-,-,-,1,126.73,,-,-,-,-,112.86,-,-,-,-,156.34,-,-,-,-,,-,-,-,-,,-,-,-,-,,-,200,10.264,8.954,12,-,-,-,-,126.73,112.86,156.34,-,-,-,-,Anusit S.,-,TIS,-,Variac/Fulke 189,-,2012-05-23,-,-,-,-,,0
3710738,2012-07-11 00:00:00,200,3.562,-,-,,-,,-,2.345,-,-,-,-,2.638,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,50,937.6,652.7,950.3,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,-,TIS,-,Variac/Fulke 189,-,2012-05-23,-,-,-,-,,0
3710737,2012-06-14 00:00:00,200,2.796,-,-,-,-,-,-,1.685,-,-,-,-,1.68,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,50,978.9,697.1,976.1,-,-,-,-,-,-,-,-,-,-,-,Nipon B.,,TIS,,Variac/Fulke 189,-,2012-05-23,-,-,-,-,,0
54002,2012-06-14 00:00:00,200,2.294,3.01,4.183,9,2.918,11,3.166,1.973,2.674,3.767,2.582,2.783,4.799,5.872,7.919,5.792,6.129,,,,,,,,,,,,,,,,200,20.426,17.594,35.543,,,,,,,,,,,,,,,,,,,,,,,,33.23
4710343,2012-03-06 00:00:00,200,6.7380,7.320,7.980,2,7.0260,4,7.6760,4.6330,5.0180,5.5210,4.8280,5.2690,5.5660,6.050,6.6310,5.780,6.310,,,,,,,,,,,,,,,,200,123.2,147.2,184.4,,,,,,,,,,,,,,,,,,,,,,,,0
4710346,2012-03-05 00:00:00,200,4.3060,4.6690,5.0980,2,4.479,4,4.868,3.8890,4.2610,4.690,4.078,4.468,4.3430,4.6940,5.1310,4.495,4.909,,,,,,,,,,,,,,,,200,120.45,126.55,124.47,,,,,,,,,,,,,,,,,,,,,,,,0
4710345,2012-03-03 00:00:00,200,3.010,3.3050,3.6130,2,3.151,4,3.457,2.2880,2.4770,2.7150,2.354,2.598,2.7590,3.0140,3.3310,2.88,3.159,,,,,,,,,,,,,,,,200,57.33,79.45,70.7,,,,,,,,,,,,,,,,,,,,,,,,26.28
332162H501_8727D,2012-02-07 00:00:00,200,-,-,-,2-3,52.353,-,-,-,-,-,52.233,-,-,-,-,79.090,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,4.932,3.818,4.919,-,-,-,-,52.353,52.233,79.090,-,-,-,-,Mr.Nipon Boonnako,,TIS,,Variac/Fulke 189,-,2012-05-23,-,-,-,-,,0
331000H508_8727I,2012-01-14 00:00:00,200,-,-,-,2-3,17.952,-,-,-,-,-,17.658,-,-,-,-,27.039,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,2.188,1.618,2.186,-,-,-,-,17.952,17.658,27.039,-,-,-,-,Mr.Nipon Boonnako,,TIS,,Variac/Fulke 189,-,2012-05-23,-,-,-,-,,0
TP70279703,2010-05-27 00:00:00,200,289.97,393.04,498.01,,,,,237.14,323.01,406.18,,,293.53,392.77,497.94,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,Y.C.KIM,,,,Doble-M4100,,,,,,,,0
97.2.4074,2009-01-18 00:00:00,200,184.10,179.20,177.90,1R,177.9,1L,181.8,143.80,139.60,138.60,138.8,141.7,183.60,178.60,177.20,177.5,181.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
