serial,date,test_NO,test_voltage,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_PI,test_voltage2,L_1,L_2,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,L_PI,test_voltage3,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_PI,comment,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,ambient_temp,oil_temp,winding_temp,humidity,coregnd,framegnd,coreframe
VN85040202_2,2019-01-09 00:00:00,-,2500,977600,,,,,,,,,2630000,2.6903,500,1,,,,,,,,,1000000,1000000.0000,-,-,,,,,,,,,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,Megger/MIT515,101353295,2018-02-18,27.9,,,56.8,1000,1000,1000
VN85042301_2,2019-01-09 00:00:00,,2500,1584000,,,,,,,,,1980000,1.2500,500,1,,,,,,,,,9600,9600.0000,-,-,,,,,,,,,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,Megger/MIT515,101353295,2018-02-18,22,,,60,1000,1000,1000
3011080055,2019-01-08 00:00:00,-,5000,4110,4680,4900,5210,5600,6160,6480,6500,6650,6780,1.6496,2500,2430,2830,3040,3160,3170,3320,3440,3480,3530,3550,1.4609,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Tanasak Kunnam,Mr. jakkit Chaiwongwaranon,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,1011228740,2018-06-09,30,32,32,73,1000,1000,1000
3011080056,2019-01-08 00:00:00,-,5000,13400,15800,17240,18280,18680,18920,19110,19240,19380,19580,1.4612,2500,7590,8480,9200,9950,10480,10920,11000,11040,11070,11180,1.4730,-,-,,,,,,,,,-,-,,Mr. Tanasak K.,Mr. jakkit Chaiwongwaranon,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,101228740,2018-06-09,31,31,30,62,1000,1000,1000
JD85034202,2019-01-08 00:00:00,,5000,6400,6940,7210,7500,7930,8040,8290,8570,9290,9980,1.5594,1000,8050,9260,10240,11540,12800,13020,13400,15800,16300,17460,2.1689,,,,,,,,,,,,,,Thanongsak P.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Megger / MIT515,101384824,2018-08-09,32,33,33,58,1000,1000,1000
VN85040201_2,2019-01-06 00:00:00,-,2500,1,,,,,,,,,5000000,5000000.0000,500,1,,,,,,,,,1000000,1000000.0000,-,-,,,,,,,,,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,Megger/MIT515,101353295,2018-02-18,22,-,-,61,1000,1000,1000
VN85040201_4,2019-01-06 00:00:00,-,2500,1,,,,,,,,,5000000,5000000.0000,500,1,,,,,,,,,28300,28300.0000,-,-,,,,,,,,,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,Megger/MIT515,101353295,2018-02-18,21.3,,,60.7,1000,1000,1000
VN85040204_2,2019-01-06 00:00:00,-,2500,1,,,,,,,,,5000000,5000000.0000,500,1,,,,,,,,,1000000,1000000.0000,-,-,,,,,,,,,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,Megger/MIT515,101353295,2018-02-18,22.1,,,63.1,1000,1000,1000
55310126,2018-12-25 00:00:00,-,2500,20900,27200,31400,34700,37500,39200,40300,41600,42500,43400,2.0766,500,10510,13580,15450,16940,18370,19800,21000,22300,23400,24400,2.3216,-,-,,,,,,,,,-,-,,Methee M.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,28,44,50,65,1000,1000,1000
VN00408,2018-11-30 00:00:00,191050219,2500,30500,38300,42900,45700,47800,49300,50300,51900,53100,54000,1.7705,2500,17690,22200,25300,27700,29700,31300,32600,33700,34700,35500,2.0068,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,CMT-GLOW,GLOW,Meger/MIT515,1003012101716385,2019-03-04,30,34,34,60,1000,1000,1000
PTE 1689/03,2018-11-02 00:00:00,181090405,5000,4240,4960,5440,5810,6120,6380,6600,6810,6980,7130,1.6816,2500,4240,4960,5440,5810,6120,6380,6600,6810,6980,7130,1.6816,2500,4200,5720,6940,7870,8700,9380,9880,10330,10710,11040,2.6286,***Auto Transformer***,Jirasak S.,,GLOW-CMT,,Megger S1-1068,101716389,2018-03-02,37,35,35,54,1000,1000,1000
9640548,2018-10-31 00:00:00,,-,1937,3100,4090,4650,5610,6120,6620,7120,7570,7890,4.0733,2500,1937,3100,4090,4650,5610,6120,6620,7120,7570,7890,4.0733,2500,1706,2490,3100,3430,40,40,4330,4600,4800,5180,3.0363,"Note HV, side Not test",,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101228740,2018-06-09,30,32,35,67,1000,1000,1000
57011,2018-10-30 00:00:00,181090677,-,N/A,,,,,,,,,N/A,-,2500,799,955,1023,1063,1089,1109,1123,1136,1146,1158,1.4493,-,-,-,-,-,-,-,-,-,-,-,-,,Jirasak S.,,GLOW-CMT,,Megger S1-1068,101716389,2018-03-02,35.4,38,38,45,1000,1000,1000
9724074,2018-10-29 00:00:00,181090679,5000,3400,3970,4360,4670,4890,5080,5250,5390,5520,5690,1.6735,2500,1680,1980,2200,2370,2510,2610,2720,2810,2890,2950,1.7560,,,,,,,,,,,,,,Mathee M.,,GLOW-CMT,,Megger S1-1068,101716389,2018-03-02,32.8,40,40,62.5,1000,1000,1000
9640549,2018-10-26 00:00:00,181089215,5000,1000,-,-,-,-,-,-,-,-,3500,3.5000,2500,2130,2980,3470,3830,4110,4350,4550,4740,4900,5050,2.3709,2500,1094,1690,2190,2450,2740,2960,3140,3400,3490,3580,3.2724,Result test after purify. (Result HV from TEST certificates),Thanongsak P.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Megger / MIT515,101434008,0000-00-00,31,25,40,65,902,1000,1000
PBJ1200,2018-10-26 00:00:00,181090534,2500,1342,1582,2020,2340,2480,2520,2640,2840,2970,3130,2.3323,500,1,-,-,-,-,-,-,-,-,475,475.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Thanongsak P.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Megger / MIT515,101434131,2018-02-18,34.1,32,-,63.1,1000,1000,1000
PTE 1689/02,2018-10-24 00:00:00,181090402,5000,3910,4300,4870,5170,5390,5510,5820,6030,7200,8400,2.1483,,,,,,,,,,,,-,2500,2700,3300,3840,4410,4840,5200,5470,5540,5600,5740,2.1259,,Jirasak  Suksakun,Jirasak  Suksakun,Glow,Glow,MEGGER / MIT515,101343131,0000-00-00,37,32,32,57,5050,4220,2070
PTE 1689/02,2018-10-24 00:00:00,181090402,5000,3910,4300,4870,5170,5390,5510,5820,6030,7200,8400,2.1483,,,,,,,,,,,,-,2500,2700,3300,3840,4410,4840,5200,5470,5540,5600,5740,2.1259,,Jirasak  Suksakun,Jirasak  Suksakun,Glow,Glow,MEGGER / MIT515,101343131,0000-00-00,37,32,32,57,5050,4220,2070
PTE 1689/02,2018-10-23 00:00:00,,5000,3910,4300,4870,5170,5390,5510,5820,6030,7200,8400,2.1483,3910,3910,4300,4870,5170,5390,5510,5820,6030,7200,8400,2.1483,2500,6900,8300,9030,9500,9860,10120,10350,10500,10630,10760,1.5594,Before replace with new oil for OLTC,Chaichaloem W,Phimchart P,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MTI 515,101343131,2018-02-18,37,32,30,57,1000,1000,1000
6012333,2018-10-01 00:00:00,,5000,36.1,,,,,,,,,73,2.0222,5000,13.89,,,,,,,,,25.53,1.8380,-,-,,,,,,,,,-,-,,,,TIRATHAI,ENGIE GLOW,Doble/MIT520,101732695,0000-00-00,30.6,30,30,74,17350,17210,23200
6110289,2018-09-30 00:00:00,-,1000,16.01,-,-,-,-,-,-,-,-,23.37,1.4597,1000,11.82,-,-,-,-,-,-,-,-,17.50,1.4805,,,,,,,,,,,,,,,,,,Megger Model. MIT 520,101732690,0000-00-00,29.5,28,29,82,1000,1000,1000
48310781,2018-09-15 00:00:00,,2500,98300,148500,176500,195600,211000,224000,234000,243000,252000,257000,2.6144,500,11710,12500,13500,13590,14500,15050,15600,16100,17150,17600,1.5030,,,,,,,,,,,,,,Mr. Methee M.,Mr. Pimchart P.,CMT-GLOW,CMT-GLOW,Megger/MTI515,,2018-06-01,32,33,33,60,1000,1000,1000
243597801,2018-08-29 00:00:00,,2500,1393000,2070000,2400000,2830000,3770000,4250000,4310000,4420000,4530000,4840000,3.4745,500,1,-,-,-,-,-,-,-,-,66800,66800.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Chaichaleom W.,Mr.Methee M.,"TIS Engineering & Service Co.,Ltd.",GLOW,Megger / S1-568,101228740,2018-07-09,25,-,32,58,1000,1000,1000
9624007,2018-08-29 00:00:00,181071664,5000,12430,13440,14100,14960,15220,15440,15600,15720,15950,16410,1.3202,2500,6792,7900,8500,8930,10010,10280,10530,10750,10950,11140,1.6402,-,-,-,-,-,-,-,-,,-,-,-,,Chaichaleom W.,Pimchart P.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Megger S1-568,101228740,2018-06-09,34,45,42,61,11730,17280,1000
PBE0579,2018-08-29 00:00:00,,2500,8230,9140,10360,11240,12430,12510,12620,12640,12670,12740,1.5480,500,1021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Megger / s1-568,101228740,2018-04-09,33,40,-,65,1000,1000,1000
PBE0580,2018-08-29 00:00:00,,2500,8370,9900,11000,12350,12900,13700,14120,14340,14970,15320,1.8303,500,1659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Megger S1-568,101228740,2018-06-09,33,37,-,55,1000,1000,1000
243597802,2018-08-28 00:00:00,-,2500,1385000,2360000,2520000,2670000,3100000,3320000,3560000,3640000,3840000,3930000,2.8375,500,1.0,-,-,-,-,-,-,-,-,12950,12950.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.chaichaleom Waihor,Pimchart P.,TIS,GLOW,Megger S1-568,101228740,2018-06-09,26,27,-,58,1000,1000,1000
EDP008001,2018-06-21 00:00:00,181071638,5000,6.7,7.99,8.93,9.7,10.38,11.03,11.57,12.09,12.62,13.10,1.9552,2500,3.66,4.37,4.73,5.08,5.45,5.56,6.05,6.42,6.63,6.84,1.8689,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193x,2018-02-16,30,38,38,65,428,376000,1000
3911888,2018-06-20 00:00:00,181071638,5000,5.88,7.25,8.1,8.52,8.7,9.05,9.32,9.71,9.93,10.12,1.7211,500,1.82,2.89,3.03,3.12,3.20,3.24,3.39,3.6,3.71,3.75,2.0604,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak Suksakun,,FOCUS LAB,,Megger S1-1068,,0000-00-00,35,30,30,55,1000,1000,1000
PTE 1689/01,2018-06-04 00:00:00,,5000,9000,10340,11350,12130,12890,13530,14140,14570,15070,15520,1.7244,2500,7360,9000,9840,10990,11750,12740,13100,15400,16900,17460,2.3723,,,,,,,,,,,,,,Mr. Anusit Sara,,"TIS Engineering & Service Co.,Ltd.",,Megger/MIT515,101343131,2016-03-06,33,38,40,56,1000,1000,1000
57001,2018-06-01 00:00:00,,5000,3640,4200,4550,4820,5040,5240,5400,5560,5690,5810,1.5962,5000,1649,2020,2320,2520,2720,2910,3070,3230,3380,3520,2.1346,,,,,,,,,,,,,,,Mr.Methee Meechitti,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101434008,0000-00-00,30.3,33,34,70.8,1000,1000,1000
5011857,2018-05-06 00:00:00,-,5000,7840,8130,8500,8730,8970,9220,9480,9530,9390,9430,1.2028,2500,1273,1500,1900,2200,2400,2460,2510,2570,2640,2750,2.1603,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Megger/MIT515,101343131,2018-02-18,36,42,42,61,48000,1000,1000
5011858,2018-05-05 00:00:00,,2500,5400,6200,7490,8140,8740,9150,9630,10100,10400,10730,1.9870,2500,4660,5350,5900,6400,6840,7240,7590,7950,8250,8490,1.8219,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Meger / MIT515,101343131,2018-02-18,31,34,34,71,1000,1000,1000
VN85030801_2,2018-04-29 00:00:00,-,2500,1079000,1295000,1490000,1592000,1650000,1820000,1970000,2020000,2170000,2440000,2.2614,500,1,,,,,,,,,1582,1582.0000,-,-,,,,,,,,,-,-,,Kritsana N.,Teerasak W.,TIS,GLOW,Megger/MIT515,101353295,2018-02-18,24,-,-,64,1000,1000,1000
4612314,2018-02-17 00:00:00,,2500,2490,3100,3510,3670,3940,4100,4740,4910,5050,5190,1.9076,2500,1675,2350,2930,3140,3510,3820,4130,4315,4520,4640,2.7701,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Megger / MIT515,101343131,2017-03-01,31,36,32,70,1000,1000,1000
PP0016B01,2018-02-17 00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,-,2500,2343,2740,3110,3400,4060,5010,5240,5740,5960,6350,2.7102,-,-,-,-,-,-,-,-,-,-,-,-,HV is oil to oil busing.,Mr.Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Megger/MIT515,101343131,2017-03-01,32,55,55,67,1000,1000,1000
PP0016B01,2018-02-17 00:00:00,171052397,-,-,,,,,,,,,-,-,2500,2343,2740,3110,3440,4060,5010,5240,5740,5960,6350,2.7102,-,-,,,,,,,,,-,-,,Mr.Thanongsak P.,ENGIE GLOW,TIS,Mr.Weerachai,Megger/MIT515,101343131,2017-03-01,32,55,55,67,1000,1000,1000
1LKR040038TER,2018-02-16 00:00:00,171052399,2500,18900,-,-,-,-,-,-,-,-,33800,1.7884,500,1,-,-,-,-,-,-,-,-,133.5,133.5000,-,-,-,-,-,-,-,-,-,-,-,-,,Jirasak S.,,GLOW-CMT,,Megger / MIT515,101343131,2017-03-10,27,,25,67,1000,1000,1000
EDP004301,2018-02-08 00:00:00,-,500,931,1310,1880,1785,1945,2080,2190,2280,2350,2430,2.6101,2500,878,1233,1470,1664,1825,1960,2070,2170,2260,2340,2.6651,-,-,,,,,,,,,-,-,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Megger/MIT515,101,0000-00-00,32,34,-,53,100,100,100
ET8712/1,2018-02-01 00:00:00,,5000,561,809,957,1062,1206,1260,1396,1350,1364,1379,2.4581,2500,608,877,1007,1088,1148,1195,1232,1262,1289,1312,2.1579,,,,,,,,,,,,,,Mr. Phanuphong I.,Mr. Pitsanuvet K.,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,MIT515,101353295,0000-00-00,32,34,35,57,,,
4700830,2018-01-31 00:00:00,-,2500,6040,6150,6290,6370,6410,6470,6500,6580,6700,6790,1.1242,500,1,,,,,,,,,2860,2860.0000,-,-,,,,,,,,,-,-,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Megger/MIT515,101384824,2017-03-10,32.7,35,-,63.6,1000,1000,1000
4700831,2018-01-29 00:00:00,,2500,5160,5370,5490,5560,5650,5700,5770,5810,5900,5910,1.1453,500,1,,,,,,,,,2510,2510.0000,-,-,,,,,,,,,-,-,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Megger/MIT515,101384824,2017-03-01,33,34,-,61,1000,1000,1000
ET8712_2,2018-01-28 00:00:00,,5000,768,1238,1537,1964,2040,2123,2140,2320,2360,2440,3.1771,2500,645,1025,1259,1416,1540,1638,1722,1799,1861,1912,2.9643,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Phanuphong Inchina,Mr.Pitsanuvet Khantee,TIS,GLOW,Megger / MIT515,101353295,2017-01-01,31,36,36,61,684,634,448
3710737,2017-12-21 00:00:00,171166576,2500,18510,20900,22000,22800,23400,23900,24200,24500,24800,25000,1.3506,500,1,,,,,,,,,22000,22000.0000,-,-,,,,,,,,,-,-,,Anusit S.,Pimchart P.,TIS,GLOW,Megger/MIT515,101353295,2017-12-12,24,30,-,41,1000,1000,1000
54002,2017-12-21 00:00:00,,5000,2010,2410,2710,2970,3200,3400,3600,3770,3940,4090,2.0348,2500,1057,1379,1652,1905,2100,2380,2600,2840,3060,3270,3.0937,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101343131,2017-03-16,24,26,26,45,1000,1000,1000
3710737,2017-12-20 00:00:00,171166576,2500,2550,2580,2590,2600,2600,2640,2640,2650,2650,2650,1.0392,500,1,,,,,,,,,1248,1248.0000,-,-,,,,,,,,,-,-,,Anusit S.,Pimchart P.,TIS,GLOW,Megger/MIT515,101353295,2017-12-12,25,29,-,41,1000,1000,1000
3710738,2017-12-13 00:00:00,171166576,2500,10020,11300,11900,12300,12550,12700,12850,13000,13150,13230,1.3204,500,1,,,,,,,,,10030,10030.0000,-,-,,,,,,,,,-,-,,Anusit S.,Pimchart P.,TIS,GLOW,Megger/MIT515,101343131,0000-00-00,30,47,-,73,1000,1000,1000
3710738,2017-12-11 00:00:00,171166576,2500,1308,1345,1370,1390,1405,1420,1430,1440,1448,1454,1.1116,500,1,,,,,,,,,727,727.0000,-,-,,,,,,,,,-,-,Before oil regeneration.,Anusit S.,Pimchart P.,TIS,GLOW,Megger/MIT515,101343131,2017-03-16,32,40,-,60,1000,1000,1000
4710348,2017-12-08 00:00:00,171086528,5000,3910,4970,5810,6520,7140,7680,8160,8590,8970,9300,2.3785,2500,1837,2490,2990,3430,3890,4200,4540,4850,5140,5410,2.9450,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101434008,2017-03-03,32,36,36,61,1000,1000,1000
57005,2017-12-05 00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,2670,3320,3610,3940,4290,4600,4780,5030,5350,5490,2.0562,2500,1897,2070,2330,2500,2640,2770,2900,3010,3100,3220,1.6974,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Megger / MIT515,103343131,2017-03-10,30,36,38,66,1000,1000,1000
PBK1325,2017-12-05 00:00:00,,2500,12910,14960,16420,17400,18290,18920,19200,20200,20700,21300,1.6499,500,1,-,-,-,-,-,-,-,-,5030,5030.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Megger/MIT515,101343131,2017-03-01,30,38,-,64,1000,1000,1000
PBL1465,2017-12-05 00:00:00,,2500,1792,2000,2180,2280,2350,2420,2500,2560,2610,2660,1.4844,500,1,,,,,,,,,1860,1860.0000,-,-,,,,,,,,,-,-,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Megger/MIT515,101343131,2017-03-10,31,38,,57,1000,1000,1000
331000H508_8727I,2017-12-01 00:00:00,-,2500,208000,254000,286000,312000,341000,352000,361000,370000,385000,392000,1.8846,500,1,-,-,-,-,-,-,-,-,3440,3440.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.chaichaleom Waihor,Mr.Teerasak Wanthong,TIS,GLOW,Megger/MIT515,101343131,2017-03-01,26,-,-,57,1000,1000,1000
332162H502_8727H,2017-12-01 00:00:00,-,2500,215000,258000,296000,324000,355000,381000,397000,420000,438000,456000,2.1209,500,1,-,-,-,-,-,-,-,-,5720,5720.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2017-03-01,25,-,-,52,1000,1000,1000
332162H501_8727D,2017-11-30 00:00:00,-,2500,265000,298000,315000,322000,328000,314000,320000,327000,331000,335000,1.2642,500,1,-,-,-,-,-,-,-,-,3450,3450.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2017-03-01,26,-,-,49,1000,1000,1000
332162H502_8727G,2017-11-30 00:00:00,-,2500,990000,1200000,1402000,1686000,1950000,2240000,2310000,2520000,2550000,2810000,2.8384,500,1,-,-,-,-,-,-,-,-,4390,4390.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2017-03-01,26,-,-,56,1000,1000,1000
332152H501_8727C,2017-11-29 00:00:00,-,2500,220000,247000,277000,289000,301000,311000,320000,327000,333000,337000,1.5318,500,4150,,,,,,,,,,,,,,,,,,,,,,,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2017-03-01,23,-,-,68,1000,1000,1000
383204886,2017-10-08 00:00:00,171089341,2500,550,619,654,678,695,709,720,730,738,746,1.3564,2500,931,1197,1268,1337,1394,1490,1565,1641,1695,1784,1.9162,-,-,-,-,-,-,-,-,-,-,-,-,,Chaichleom W.,Pimchart P.,TIS,GLOW,Megger/MIT515,101434008,2016-11-16,34,39,-,67,1000,1000,1000
4710349,2017-10-07 00:00:00,,5000,5756,6860,7640,8380,9220,9620,10300,10980,11230,11970,2.07956914523975,,2660,3370,3980,4390,4820,5210,5580,5920,6200,6470,2.4323308270676693,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Megger / MIT515,101434008,2016-11-18,34,36,34,60,1000,1000,1000
4710348,2017-08-02 00:00:00,,5000,3580,4680,5300,5930,6470,7330,7690,8020,8790,8280,2.3128,,1737,2330,2810,3230,3610,3940,4240,4510,4760,4980,2.8670,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Megger / MIT515,101384824,2017-03-01,31,38,38,64,1000,1000,1000
383204884,2017-08-01 00:00:00,-,2500,836,953,1013,1046,1070,1089,1103,1125,1130,1133,1.3553,2500,939,1194,1329,1422,1490,1543,1586,1620,1650,1675,1.7838,-,-,-,-,-,-,-,-,-,-,-,-,,Chaichleom Waihor,Pimchart P.,TIS,GLOW,Megger/MIT515,101384824,2017-03-01,35,38,-,62,1000,1000,1000
5011858,2017-07-18 00:00:00,-,5000,7090,7990,8270,8610,8830,8980,9010,9200,9320,9450,1.3329,2500,4780,5070,5430,5740,5940,6310,6520,6610,6700,6780,1.4184,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit Sara,Mr. Weerachai Kulala,"TIS Engineering&Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101228740,2017-03-01,33,32,32,62,1000,1000,1000
510049,2017-07-18 00:00:00,,5000,18102,21000,21900,22400,22800,23600,24300,24500,24600,24900,1.3755,2500,21458,36900,37100,37600,37700,37800,37900,40500,41000,41200,1.9200,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Suchart M,"TIS Engineering & Service Co.,Ltd.",GLOW,MEGGER / MIT515,101384824,2017-03-17,33,35,35,67,13360,15250,8730
331000H509_8727J,2017-06-13 00:00:00,-,2500,325,,,,,,,,,1101,3.3877,500,1,,,,,,,,,2.260,2.2600,,,,,,,,,,,,,,Mr Anusit Sara,Mr teerasak Wanthong,"TIS Engineering&Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101384824,0217-03-01,28,-,-,49,1000,1000,1000
332162H501_8727B,2017-06-12 00:00:00,-,2500,259000,-,-,-,-,-,-,-,-,567000,2.1892,500,1,-,-,-,-,-,-,-,-,86000,86000.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Megger / MIT515,101384824,2017-03-01,25,-,-,47,1000,1000,1000
332162H502_8727F,2017-06-12 00:00:00,-,2500,223000,-,-,-,-,-,-,-,-,621000,2.7848,500,1,-,-,-,-,-,-,-,-,98700,98700.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101384824,2017-03-01,27,-,-,47,1000,1000,1000
332162H5018727A,2017-06-09 00:00:00,-,2500,757000,-,-,-,-,-,-,-,-,2520000,3.3289,500,1,-,-,-,-,-,-,-,-,5960,5960.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,Teerasak W.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Megger / MIT515,101434131,2018-02-18,26,-,30,48,1000,1000,1000
332162H501_8727E,2017-06-08 00:00:00,-,2500,403000,-,-,-,-,-,-,-,-,2950000,7.3201,500,1,-,-,-,-,-,-,-,-,4310,4310.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101384824,2017-03-01,27,-,-,56,1000,1000,1000
PBJ1200,2017-06-05 00:00:00,,2500,3370,3910,4310,4600,4820,4950,5070,5140,5200,5260,1.5608,500,575,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Megger/MIT515,101384824,2017-03-01,29,45,,62,1000,1000,1000
PTE 1689/02,2017-06-04 00:00:00,,5000,3670,4150,4320,4760,5020,5280,5420,5680,5700,5860,1.5967,2500,3500,4130,4640,5080,5220,5790,6160,6350,6700,6940,1.9829,,1008,1500,1830,2080,2800,2820,2600,2680,2820,2900,2.8770,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101384824,2017-03-12,30,30,30,61,1000,1000,1000
9640549,2017-06-02 00:00:00,,2500,1156,1862,2360,2710,2990,3220,3410,3590,3750,3860,3.3391,2500,1008,1503,1832,2080,2770,2830,2580,2690,2800,2900,2.8770,,1008,1500,1830,2080,2800,2820,2600,2680,2820,2900,2.8770,8,Mr.Anusit Sara,Mr.Weerachai Kulala,"TIS Engineering and Service Co.,Ltd",ENGIE GLOW,,,0000-00-00,35,35,45,54,809,809,809
PBJ1198,2017-06-01 00:00:00,,2500,1243,1418,1507,1574,1629,1678,1718,1745,1777,1803,1.4505,500,1,-,-,-,-,-,-,-,-,838,838.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Megger / MIT515,101384824,2017-03-01,37,45,-,50,1000,1000,1000
