serial,date,test_NO,ambient_temp,winding_temp,oil_temp,humidity,hl_test_voltage,chl_ch_cap,chl_ch_pf_1,chl_ch_pf_2,chl_ch_pf_ma,chl_ch_pf_p,chl_cap,chl_pf_1,chl_pf_2,chl_pf_ma,chl_pf_p,ch_cap,ch_pf_1,ch_pf_2,ch_pf_ma,ch_pf_p,lh_test_voltage,clh_cl_cap,clh_cl_pf_1,clh_cl_pf_2,clh_cl_pf_ma,clh_cl_pf_p,clh_cap,clh_pf_1,clh_pf_2,clh_pf_ma,clh_pf_p,cl_cap,cl_pf_1,cl_pf_2,cl_pf_ma,cl_pf_p,th_test_voltage,ct_cth_cap,ct_cth_pf_1,ct_cth_pf_2,ct_cth_pf_ma,ct_cth_pf_p,cth_cap,cth_pf_1,cth_pf_2,cth_pf_ma,cth_pf_p,ct_cap,ct_pf_1,ct_pf_2,ct_pf_ma,ct_pf_p,oil_maintank_cap,oil_maintank_pf,oil_oltc_cap,oil_oltc_pf,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,note,maxhv_tand,maxchv_change,maxlv_tand,maxclv_change,maxtv_tand,maxctv_change,maxoil_maintank_tand,maxoil_oltc_tand,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9
14231662_4,2019-02-20 00:00:00,,25,25,-,55,2.5,1665.3,0.5737,0.2926,1.131,18.8,1371.0,0.4011,0.2045,1.08,10.79,274.2,0.8835,0.4506,0.22,4.81,0.2,9538,0.3315,0.1691,0.60,0.4,1371.0,0.3986,0.2033,0.09,0.07,8166.8,0.3234,0.1649,0.51,0.33,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S,,Glow,Glow,Megger S1-1068,DA212X,2018-02-16 00:00:00,,0.4506,0,0.2033,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
14231662_3,2019-02-20 00:00:00,,,,,,2.5,1644.9,0.6073,0.3097,1.29,19.65,1359.9,0.4788,0.2442,1.07,12.78,273.6,0.9408,0.4798,0.22,5.11,0.2,7488.3,0.4034,0.2057,0.47,0.38,1360.6,0.4765,0.243,0.09,0.08,6127.5,0.889,0.1984,0.39,0.30,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S,,Glow,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.4798,0,0.243,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
14231662_1,2019-02-11 00:00:00,,25,25,-,55,2.5,1628.1,0.5278,0.2586,1.28,16.91,1358.6,0.3925,0.1923,1.07,10.47,651.9,0.5023,0.2461,0.51,6.46,0.1,7513.2,0.4919,0.2410,0.24,0.12,1362.3,0.3914,0.1918,0.04,0.02,6150.2,0.5160,0.2528,0.19,0.10,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S,,Glow,Glow,TESTRANO600,DA193X,2018-02-16 00:00:00,,0.2586,0,0.2528,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
14231662_2,2019-02-11 00:00:00,,25,25,-,56,2.5,1691.4,0.7447,0.3798,1.33,24.78,1367.8,0.5526,0.2818,1.07,14.84,671.0,0.4996,0.2548,0.52,6.55,0.1,10251,0.3559,0.1815,0.32,0.11,1368.5,0.5487,0.2799,0.04,0.02,8882.6,0.3289,0.1677,0.28,0.09,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S,,Glow,Glow,TESTRANO600,DA193X,2018-02-16 00:00:00,,0.3798,0,0.2799,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4010291,2019-01-29 00:00:00,191001485,35,35,35,38,10,2679.2,0.3063,0.2175,8.43,258.08,1857.1,0.3070,0.2180,5.83,179.13,821,0.031,0.2152,2.59,78.46,0.1,4585.1,0.2888,0.2050,0.14,0.4,1857.2,0.3079,0.2186,0.06,0.02,2728,0.2791,0.1982,0.09,0.02,,,,,,,,,,,,,,,,,,,,,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.218,0,0.2186,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4010290,2019-01-28 00:00:00,191001485,30,31,31,39,10,2663.4,0.3339,0.2604,8.38,279.65,1837.7,0.2959,0.2308,5.77,170.85,824.9,0.4121,0.3214,2.60,107.17,0.1,4745.4,0.3028,0.2362,0.15,0.05,1837.6,0.2965,0.2313,0.06,0.02,2907.7,0.3138,0.2448,0.09,0.03,,,,,,,,,,,,,,,,,,,,,Mr. Methee M.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO600,DA193X,2018-02-16 00:00:00,,0.3214,0,0.2448,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
16276521,2019-01-24 00:00:00,191005129,38,38,38,34,5,10181.3,0.2719,0.1822,16,217.48,128.9,0.4484,0.3004,0.20,4.54,10052.4,0.2701,0.1810,15.8,213.33,1,12442.7,0.2327,0.1559,3.90,9.09,190.2,0.3965,0.2656,0.06,0.24,12234.2,0.2307,0.1546,3.84,8.87,0.1,9209.6,0.3779,0.2532,0.29,0.29,4878.6,0.2161,0.1448,0.15,0.15,4330.9,0.5664,0.3795,0.14,0.14,,,,,Mr. Methee M.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO600,DA193X,2018-02-16 00:00:00,,0.3004,0.25,0.2656,0.21,0.3795,0.17,,,0.25,0.25,0.00,0.00,0.15,0.21,0.06,0.06,0.17
57001,2019-01-24 00:00:00,191001477,34,34,34,30,10,12865.9,0.2022,0.1476,40.43,817.58,8406.4,0.1878,0.1371,26.41,495.87,4459.2,0.2306,0.1684,14.02,323.31,5,25431.9,0.2115,0.1544,39.95,422.53,8406.5,0.1861,0.1358,13.20,122.84,17024.7,0.2254,0.1645,26.75,301.43,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,Mr.Pimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1684,2.69,0.1645,2.52,,,,,0.87,2.69,0.08,1.65,2.52,0.08,,,
VN13700701_2,2019-01-21 00:00:00,-,26,-,-,56,5,1533.3,0.193,0.193,4.83,0.093,1281.2,0.161,0.161,4.030,0.065,252.1,0.35,0.35,0.8,0.028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,Megger / MIT515,101384824,2018-08-09 00:00:00,,0.35,0.75,0,0,,,,,0.31,0.75,0.22,-,-,-,,,
VN85042302_2,2019-01-21 00:00:00,,25.5,,,68,5,1581.6,0.205,0.205,4.98,0.102,1316.2,0.128,0.128,4.13,0.053,265.4,0.576,0.576,0.85,0.049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.576,0.32,0,0,,,,,0.29,0.15,0.32,-,-,-,,,
VN13700702_2,2019-01-20 00:00:00,-,22,-,-,68,5,1233.6,0.347,0.347,3.890,0.135,992.3,0.202,0.202,3.120,0.063,241.3,0.935,0.935,0.77,0.072,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.935,0.54,0,0,,,,,0.29,0.54,0.23,-,-,-,,,
VN85040202_1,2019-01-19 00:00:00,-,29,,,53,5,1639.10,0.223,0.223,5.16,0.115,1382.20,0.194,0.194,4.34,0.084,256.90,0.378,0.378,0.82,0.031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.378,6.75,0,0,,,,,2.08,6.75,1.16,-,-,-,,,
VN85042301_1,2019-01-19 00:00:00,-,28,,,48,5,2059.5,0.153,0.153,6.48,0.099,1719.4,0.113,0.113,5.4,0.061,340.1,0.352,0.352,1.080,0.038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.352,1.22,0,0,,,,,0.51,1.22,0.84,-,-,-,,,
PP0050B01,2019-01-16 00:00:00,181100888,30,32,31,67,10,10790.5,0.366,0.2855,33.91,1240.92,7238.1,0.212,0.1654,22.74,482.04,3559.3,0.3120,0.2433,11.19,349.1,5,18217,0.2634,0.2055,28.62,376.99,7238.5,0.2109,0.1645,11.37,119.87,10979.1,0.2959,0.2308,17.25,255.33,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2855,1.92,0.2308,0.71,,,,,0.69,1.92,0.03,0.41,0.71,0.06,,,
VN85040204_1,2019-01-15 00:00:00,-,24,,,66,5,1637.3,0.233,0.233,5.15,0.12,1322.8,0.212,0.212,4.25,0.09,314.5,0.333,0.333,0.9,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.333,0.16,0,0,,,,,0.08,0.16,0.06,-,-,-,,,
VN85040201_3,2019-01-15 00:00:00,-,24,,,60,5,1550.10,0.233,0.233,5.070,0.118,1266.50,0.204,0.204,4.161,0.085,283.60,0.363,0.363,0.909,0.033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.363,2.54,0,0,,,,,0.59,2.54,1.40,-,-,-,,,
VN85040201_1,2019-01-15 00:00:00,-,22,,,68,5,1534.3,0.164,0.164,4.83,0.079,1255.7,0.133,0.133,3.950,0.052,278.6,0.306,0.306,0.88,0.027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.306,9.55,0,0,,,,,1.71,9.55,0.22,-,-,-,,,
1LKR050450TER,2019-01-14 00:00:00,181100890,22,23,-,76,2.5,1554.8,0.4509,0.4509,1.22,13.79,1329.6,0.3941,0.3941,1.04,10.29,205.6,0.4920,0.4920,0.16,2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.492,3.01,0,0,,,,,1.75,3.01,0.08,-,-,-,,,
4711343,2019-01-14 00:00:00,181100891,31,38,38,64,5,4957.9,0.2918,0.1955,7.79,113.69,3666.7,0.2131,0.1428,2.88,15.34,1292.9,0.3348,0.2243,2.04,34.07,2.5,8068.2,0.3073,0.2059,6.34,48.71,3666.3,0.2131,0.1428,2.88,15.34,4401.7,0.3929,0.2633,3.46,33.99,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2243,3.53,0.2633,0.1,,,,,0.91,3.53,0.09,0.03,0.02,0.10,,,
TP70279703,2019-01-12 00:00:00,,33,34,34,57,5,173721.50,0.133,0.095,540.309,7.183,70012,0.185,0.136,217.746,4.036,103677.0,0.089,0.065,322.456,2.862,5,117767.5,0.212,0.156,366.276,7.766,70010.1,0.180,0.132,217.743,3.929,47753.5,0.244,0.179,148.525,3.621,,,,,,,,,,,,,,,,,,,,,Phanasak K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Doble/M4100,101431857,2017-03-02 00:00:00,,0.136,0.25,0.179,1.17,,,,,0.00,0.00,0.25,1.17,0.00,0.23,,,
VN13700701_1,2019-01-11 00:00:00,-,23,-,-,67,5,1551.3,0.178,0.178,4.88,0.087,1281.5,0.147,0.147,1.020,0.059,269.8,0.326,0.326,0.86,0.028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.326,5.39,0,0,,,,,0.93,5.39,0.04,-,-,-,,,
VN85042302_1,2019-01-10 00:00:00,,24,,,74,5,1563.8,0.258,0.258,4.92,0.127,1305.1,0.151,0.151,4.1,0.062,258.7,0.793,0.793,0.82,0.065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.793,3.11,0,0,,,,,0.77,3.11,0.30,-,-,-,,,
VN13700702_1,2019-01-10 00:00:00,-,24,-,-,69,5,1220.5,0.247,0.247,3.84,0.095,992.2,0.235,0.235,3.11,0.073,228.30,0.301,0.301,0.73,0.022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.301,1.04,0,0,,,,,0.45,0.13,1.04,-,-,-,,,
VN85042301_2,2019-01-09 00:00:00,,22,,,60,5,2083.8,0.164,0.164,6.57,0.108,1763.3,0.133,0.133,5.55,0.074,320.5,0.333,0.333,1.02,0.034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.333,4.61,0,0,,,,,0.91,4.61,1.98,-,-,-,,,
VN85040202_2,2019-01-09 00:00:00,-,27.9,,,56.8,5,1644.5,0.208,0.208,5.81,0.121,1381.2,0.177,0.177,4.97,0.088,263.3,0.393,0.393,0.84,0.033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.393,2.45,0,0,,,,,0.89,2.45,0.60,-,-,-,,,
3011080056,2019-01-08 00:00:00,,31,30,31,62,10,14412.4,0.164,0.115,44.824,0.737,11465.44,0.143,0.103,35.659,0.525,2946.96,0.231,0.162,9.165,0.212,5,24112.65,0.232,0.162,74.992,1.74,11465.85,0.139,0.083,35.659,0.422,12646.8,0.335,0.235,39.333,1.318,,,,,,,,,,,,,,,,,,,,,Chaichalerm,Jirasak S.,TIS,Glow-CMT,Doble M4100,101431857,2017-03-02 00:00:00,,0.162,0.03,0.235,1.14,,,,,0.02,0.03,0.01,0.64,1.14,0.09,,,
3011080055,2019-01-08 00:00:00,-,32,32,32,64,10,14789.6,0.185,0.130,45.996,852,11713.4,0.147,0.103,36.429,537,3076.2,0.329,0.230,9.567,315,5,24523.1,0.224,0.157,76.270,1712,11716.1,0.149,0.104,36.437,543,12807.0,0.293,0.205,39.833,1169,,,,,,,,,,,,,,,,,,,,,Mr. Tanasak Kunnam,Mr. jakkit Chaiwongwaranon,"TIS Engineering and Service Co., Ltd",GHECO ONE,Doble / M4100,101431857,2017-03-02 00:00:00,,0.23,0.6,0.205,1.29,,,,,0.07,0.60,0.23,0.63,1.29,0.20,,,
JD85034202,2019-01-08 00:00:00,,32,33,33,58,10,7288.95,0.177,0.129,22.670,0.401,4553.21,0.132,0.096,14.162,0.187,2735.74,0.252,0.184,8.508,0.214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Thanongsak P.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Doble/M4100,101431857,2017-03-02 00:00:00,,0.184,0.52,0,0,,,,,0.15,0.52,0.07,-,-,-,,,
VN85040204_2,2019-01-06 00:00:00,-,22.1,,,63.1,5,1668.3,0.238,0.238,5.25,0.125,1342.5,0.182,0.182,4.22,0.077,325.8,0.466,0.466,1.030,0.048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.466,8.48,0,0,,,,,0.14,8.48,2.48,-,-,-,,,
VN85040201_2,2019-01-06 00:00:00,-,22,,,61,5,1548.6,0.185,0.185,4.87,0.09,1270.8,0.153,0.153,3.99,0.061,277.8,0.33,0.33,0.88,0.029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.33,3.54,0,0,,,,,0.82,3.54,1.83,-,-,-,,,
VN85040201_4,2019-01-06 00:00:00,-,21.3,-,-,60.7,5,1610.1,0.231,0.231,5.070,0.117,1326.5,0.201,0.201,4.170,0.084,283.6,0.367,0.367,0.9,0.033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.367,5.87,0,0,,,,,4.69,0.49,5.87,-,-,-,,,
55310126,2018-12-25 00:00:00,,28,50,44,65,10,2616.90,0.2215,0.1307,8.23,182.32,1643.20,0.1113,0.0655,5.16,57.43,972.90,0.3907,0.2305,3.07,119.8,0.1,7884.80,0.1761,0.1039,0.25,0.04,1642.80,0.1119,0.066,0.05,0.01,6241.80,0.1849,0.1091,0.2,0.04,,,,,,,,,,,,,,,,,,,,,Methee M.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2305,0.03,0.1091,0.01,,,,,0.03,0.01,0.01,0.01,0.01,0.01,,,
VN00408,2018-11-30 00:00:00,191050219,30,34,34,60,10,10385.6,0.1725,0.1380,32.64,562.96,7926.5,0.1418,0.1135,24.90,353.18,2458.6,0.2685,0.2148,7.73,207.60,3,16978.1,0.3955,0.3164,16.01,189.93,7924,0.1408,0.1127,7.47,31.56,9052.5,0.6058,0.4846,8.53,155.10,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2148,0.86,0.4846,1.39,,,,,0.23,0.86,0.04,0.30,1.39,0.94,,,
PTE 1689/03,2018-11-03 00:00:00,181090405,37,35,35,54,10,16873.90,0.3083,0.222,53.06,1637.15,8272.50,0.2327,0.1675,26,605.47,8601.10,0.3848,0.2771,27.04,1040.96,5,28800.20,0.316,0.2258,45.23,708.72,8272.0,0.2343,0.1687,13.01,152.60,20527.80,0.3427,0.2467,32.3,554.12,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193x,2018-02-16 00:00:00,,0.2771,0.02,0.2467,0.06,,,,,0.01,0.01,0.02,0.05,0.06,0.02,,,
57011,2018-10-31 00:00:00,181090677,32,35,35,68,-,-,-,-,-,-,,,,,,-,-,-,-,-,10,33172.2,0.2374,0.2374,104.31,2478.5,26120.15,0.2561,0.2561,70.53,1807.75,,,,,,,,,,,,,,,,,,,,,,,,,,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0,0,0.2561,2.81,,,,,-,-,,2.81,,1.26,,,
9640548,2018-10-31 00:00:00,,35,35,32,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,18701.9,0.313,0.238,58.165,1.820,-,0.424,0.322,0.896,0.038,-,0.311,0.236,57.269,1.782,5,19315.6,0.314,0.239,60.073,1.887,-,0.391,0.297,0.895,0.035,-,0.313,0.238,59.178,1.852,,,,,,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0,0,0.322,2.59,0.297,1.66,,,-,-,-,2.59,-,-,1.66,-,-
9724074,2018-10-27 00:00:00,181090679,34,40,40,54,5,12321.1,0.1899,0.1215,19.38,184.31,10102.8,0.1841,0.1178,15.90,146.52,2217.6,0.2097,0.1342,3.49,36.64,2.5,25947.8,0.2364,0.1513,20.43,120.98,10101.1,0.1831,0.1172,7.94,36.38,15844.9,0.2681,0.1716,12.47,83.72,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1342,2.31,0.1716,1.26,,,,,0.88,2.31,0.56,0.66,0.28,1.26,,,
PBJ1200,2018-10-26 00:00:00,181090534,34,-,38,63,5,8640,0.518,0.347,27.170,1.410,7520,0.539,0.361,23.610,1.270,1130,0.383,0.256,3.550,0.136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Thanongsak P.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,,,0.361,0.27,0,0,,,,,0.27,0.08,0.16,-,-,-,,,
9640549,2018-10-25 00:00:00,181089215,31,40,25,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,18704.60,0.329,0.250,58.174,1.913,299.80,0.472,0.359,0.933,0.04,18404.80,0.327,0.249,57.241,1.869,5,19292.10,0.328,0.249,60.002,1.971,299.10,0.378,0.287,0.933,0.04,18404.80,0.328,0.249,59.069,1.935,,,,,Thanongsak P.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,Doble/M4100,101431857,,,0,0,0.359,0.54,0.287,3.28,,,-,-,-,0.01,0.01,0.54,0.25,2.86,3.28
PTE 1689/02,2018-10-24 00:00:00,,30,32,31,69,10,16871.9,0.378,0.295,53.05,2.005,8286.7,0.249,0.195,26.05,0.651,8584.8,0.509,0.397,26.99,1.376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,29090.8,0.327,0.256,91.40,2.995,8287.0,0.236,0.184,26.03,0.616,20803.8,0.365,0.285,65.37,2.385,,,,,Chaichaloem W.,Phimchart P.,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTRANO600,,,,0.397,2.24,0,0,0.285,0.84,,,1.09,0.00,2.24,-,-,-,0.84,0.00,0.00
6012333,2018-10-01 00:00:00,,33,32,32,75,10,9577.00,0.175,0.133,30.0800,525,6301.0,0.153,0.116,19.790,302,3283.0,0.205,0.157,10.310,211,10,16440.0,0.220,0.167,51.640,1135,6301.000,0.1590,0.12100,19.78,314,10150,0.272,0.207,31.890,867,,,,,,,,,,,,,,,,,,,,,,,TIRATHAI,ENGIE GLOW,MEGGER TRAX-220,1800333,,,0.157,1.11,0.207,1.17,,,,,0.93,0.79,1.11,1.08,1.17,1.11,,,
6110289,2018-09-30 00:00:00,,29.5,28,28,32,10,2176,0.470,0.395,6.835,0.322,1375,0.25,0.21,4.320,0.088,802.3,0.523,0.439,2.521,0.132,10,4518,0.475,0.399,14.19,0.674,1373.0,0.206,0.173,4.312,0.088,3144,0.507,0.468,9.877,0.551,,,,,,,,,,,,,,,,,,,,,Jaturawit B.,Komsan K.,TIRATHAI,GLOW-ENG,Megger TRAX-220,1800333,,,0.439,0,0.468,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
48310781,2018-09-15 00:00:00,,32,33,33,60,10,1812.6,0.3527,0.282,5.70,201.15,1241.1,0.342,0.274,3.90,126.39,571.5,0.4021,0.322,1.81,72.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Methee M.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO600,DA193X,,,0.322,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
243597801,2018-08-29 00:00:00,,25,32,-,57,2.5,1639.4,0.543,-,5.099,277,1419.7,0.571,-,4.416,252,219.7,0.366,-,0.683,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Chaichaleom W.,Mr.Methee M.,"TIS Engineering & Service Co.,Ltd.",GLOW,TESTRANO600,DA193X,2018-03-02 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
PBE0579,2018-08-29 00:00:00,,33,-,40,64,5,8751.2,0.453,0.294,27.217,1233,7754.3,0.474,0.308,24.116,1144,996.9,0.287,0.187,3.101,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.308,0,0,0,0,0,,,0.00,0.00,0.00,-,-,-,-,-,-
9624007,2018-08-29 00:00:00,-,34,42,45,61,5,10865.2,0.139,0.101,33.795,0.469,8831.3,0.138,0.1,27.469,0.378,2033.9,0.144,0.105,6.326,0.091,2.5,18391.3,0.226,0.165,57.198,1.294,8830.7,0.147,0.107,27.465,0.403,9560.6,0.3,0.219,29.733,0.891,,,,,,,,,,,,,,,,,,,,,Mr.Chaichaleom Waihor,Jirasak S.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.105,1.34,0.219,0.04,,,,,0.28,1.34,0.04,0.02,0.00,0.04,,,
243597801,2018-08-29 00:00:00,,25,32,-,57,2.5,1639.4,0.543,-,5.099,277,1419.7,0.571,-,4.416,252,219.7,0.366,-,0.683,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Chaichaleom W.,Mr.Methee M.,"TIS Engineering & Service Co.,Ltd.",GLOW,TESTRANO600,DA193X,2018-03-02 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
PBE0580,2018-08-29 00:00:00,,31,-,38,58,5,8728.1,0.435,0.291,27.148,1180,7776,0.451,0.302,24.187,1092,952.1,0.297,0.199,2.961,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-06-02 00:00:00,,0.302,0,0,0,0,0,,,0.00,0.00,0.00,-,-,-,-,-,-
243597802,2018-08-28 00:00:00,-,25,27,-,58,2.5,1643.6,0.563,-,5.113,0.288,1427.1,0.622,-,4.439,0.276,216.8,0.178,-,0.674,0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.chaichaleom Waihor,Pimchart P.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
48310781,2018-08-25 00:00:00,181079108,30,-,40,60,10,1812.6,0.3527,,5.70,201.15,1241.1,0.3210,,3.90,53.36,571.5,0.2957,,1.80,125.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Methee M.,,CMT-GLOW,GLOW,TESTRANO600,DA193X,2018-02-16 00:00:00,,,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
