Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TDCG,Temp,BD,WC,IFT,Acidity_No,Color_No,PF_25,PF_100,Corrosive_Sulfur,Passivator,Sludge_Condition,Conductivity,Furan_Analysis,Test_Result
PP0091B01,8/16/2017,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,23484,54565,1267,141,5,1,0,9,1,2,3,157,,52,6,37,0.01,1.5,0.006,0.46,3b,33,0,0.3,7,NORMAL
PP0091B01,2/26/2018,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,25035,58107,1323,157,4,1,0,9,0,38,5,171,,75,5,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0091B01,9/3/2018,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,27616,64630,1340,157,7,1,0,10,0,0,4,175,,53,6,36,0.01,1,0.007,0.44,3b,50,0,0.3,7,NORMAL
PP0091B01,2/26/2019,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,22779,63075,1261,111,5,1,0,9,0,1,3,126,,64,6,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0091B01,8/27/2019,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19341,45158,972,112,5,0,0,8,0,0,4,125,,62,8,35,0.01,1,0.006,0.41,3b,48,0,0.3,5,NORMAL
PP0091B01,2/14/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19309,43599,1375,165,0,1,0,12,0,0,0,178,,44,13,35,0.015,1.5,0.012,0.47,1a,46,0,0.5,0,NORMAL
PP0091B01,9/29/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9908,17818,1498,106,6,0,0,4,0,0,0,116,,53,7,34,0.003,1,0.016,0.51,1b,39,0,0.9,0,NORMAL
PP0091B01,2/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,29963,72780,1032,94,0,0,0,4,0,0,0,98,,69,6,34,0,1,0.013,0.36,1b,37,0,0.6,0,NORMAL
PP0091B01,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,15587,33434,1309,100,4,1,0,2,0,1,1,107,,72,10,34,0.014,0.5,0.012,0.41,1b,43,0,0.3,0,NORMAL
PP0091B01,2/4/2022,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7999,38126,1683,96,0,2,0,8,0,0,2,106,,79,11,31,0,0.5,0.015,0.44,1b,60,0,0.6,0,NORMAL
PP0091B01,6/30/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8014,35751,743,106,0,2,0,8,0,2,1,116,50,85,19,,,,,,,,,,,NORMAL
PP0091B01,2/8/2023,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,40,,,22146,72246,938,178,7,2,0,10,1,1,1,198,40,78,5,34,0.032,1,0.008,0.408,1b,29,0.013,0.3,<5,NORMAL
PP0091B01,6/21/2023,,Boontarik Tangon,Mr.Jirasak S.,IEC,GPSC,IEC230213,3M#2,6/21/2023,-,40,-,-,9551,46179,649,82,5,1,0,7,0,1,1,95,40,83,10,34,0.032,1,0.008,0.408,1b,29,0.013,0.3,10,NORMAL
PP0102B01,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7307,23286,2406,221,6,8,0,0,0,1,1,235,,85,5,37,0,0.5,0.007,0.21,Noncorrosive,-,-,0.2,0,NORMAL
PP0102B01,5/21/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3527,17644,2323,272,0,9,0,0,1,1,1,282,,95,9,37,0.01,0.5,0.003,0.3,Non corrosive,-,-,-,-,NORMAL
PP0102B01,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3282,17749,2134,232,0,5,0,1,1,1,1,239,,85,7,37,0.014,0.5,0.007,0.34,Non corrosive,-,-,-,-,NORMAL
PP0102B01,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3723,18710,2716,2716,0,7,0,0,1,1,1,254,,98,5,36,0.002,36,0.006,0.27,Non corrosive,-,-,-,-,NORMAL
PP0102B01,4/26/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2477,24019,5159,349,4,19,0,2,5,4,3,379,70,91,9,38,0.012,0.5,0.002,0.44,3a,,,,10,NORMAL
PP0102B01,11/21/2022,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,IEC,12M,11/21/2022,,,,,3510,33860,5697,642,5,32,0,1,6,3,3,686,54,85,7,38,0.023,0.5,0.001,0.19,3a,-,-,-,10,NORMAL
PP0102B01,4/18/2023,,Ms.Kladnatee P.,Mr.Jirasak Suksakun,IEC,GPSC,IEC230120,4M#1,4/18/2023,,46,,,3303,22592,1649,105,4,8,0,1,3,3,3,121,46,93,7,37,0.021,0.5,0.001,0.16,3a,-,-,-,103,NORMAL
PP0102B01,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,2023-00228,,11/13/2023,,65,,,5053,40944,3372,461,7,22,0,1,5,2,2,0,60,51.8,11.3,33.7,0.03,0.5,0.002,0.23,2c,207,0.014,8.9,103,NORMAL
PP0102B01,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,65,,,5053,40944,3372,461,7,22,0,1,5,2,2,0,60,51.8,11.3,33.7,0.03,0.5,0.002,0.23,2c,207,-,-,103,NORMAL
PP0102B01,4/30/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,4/30/2024,,54,,,3072,30573,5956,529,7,23,0,1,5,5,5,0,49,81.5,2.2,33.7,0.03,0.5,0.002,0.23,2c,207,-,-,103,NORMAL
PP0102B01,11/11/2024,,Chayaporn S,Pimchart P.,Hitachi Energy,GPSC,,,,,50,,,3324,31332,5485,502,4,22,0,1,5,3,3,529,50,55,2.7,39,0.01,0.5,0.003,0.258,2C,212,0.01,1.3,10,NORMAL
PP0102B01,5/19/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,6M,,,55,,,15759,86709,6330,551,3,23,0,1,6,2,0,542,55,79.9,7.5,39,0.01,0.5,0.003,0.258,2c,0,0,1.3,103,NORMAL
PP0102B01,11/5/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,46,,,6356,48335,8031,551,3,23,0,1,6,3,3,584,46,85.3,6.1,33.2,0.02,0.5,0.004,0.338,1b,76.34,0.014,1.7,17.8,NORMAL
PP0158B01,3/5/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3992,15924,1986,307,25,8,0,2,0,1,2,342,,85,3,36,0.009,0.5,0.005,0.24,1a,-,-,0.2,0,NORMAL
PP0158B01,5/19/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,1451,8378,1948,285,12,3,0,1,0,1,0,301,,76,8,36,0.013,0.5,0.006,0.24,1b,-,-,-,-,NORMAL
PP0158B01,8/30/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,10738,40034,1603,243,11,5,0,1,1,1,1,261,,89,12,35,0.007,0.5,0.004,1.25,1b,-,-,-,-,NORMAL
PP0158B01,12/15/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8373,30954,1615,251,14,5,0,2,1,1,1,273,,82,3,37,0.009,0.5,0.005,0.99,1b,-,-,-,-,NORMAL
PP0158B01,4/27/2022,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3532,30495,1197,646,13,11,0,4,2,4,3,676,,51,10,37,0.008,0.5,0.003,0.25,1b,-,-,-,,NORMAL
PP0158B01,8/19/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2184,18529,812,399,8,7,0,3,2,4,3,419,44,79,5,37,0.008,0.5,0.003,0.25,1b,-,-,-,10,NORMAL
PP0158B01,4/23/2023,,Mr.Wachirawit T.,Mr.Jirasak S.,GPSC,GPSC,IEC230122,4M#1,,,42,,,5323,53154,1395,832,17,12,0,5,2,4,2,868,42,98,5,35,0.025,0.5,0.022,0.39,1b,-,-,0.2,10,NORMAL
PP0158B01,5/10/2024,,Chayaporn Somsriyo,Mr.Pimchart,Hitachi Energy,GPSC,,,5/10/2024,,53,,,10830,50919,2312,748,6,11,0,5,2,5,3,0,45,75.6,12.6,30.8,0.03,1,0.002,0.22,2e,-,-,-,5,NORMAL
PP0158B01,11/15/2024,,Chayaporn S.,Pimchart P.,Hitachi Energy,GPSC,,12M,,,50,,,6248,61657,2572,1348,9,17,0,6,3,3,3,1380,50,76.2,3.6,30.7,0.05,1,0.003,0.21,2e,203,0.011,2.15,0,NORMAL
PP0158B01,5/28/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,,,,,53,,,7608,84439,3408,1441,9,17,0,16,6,2,8,1489,53,71.3,4.4,30.7,0.05,1,0.003,0.21,2e,203,-,4.3,10,NORMAL
PP0158B01,11/10/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,46,,,13253,69106,2358,1047,10,12,0,3,2,2,1,1074,46,53.5,8.7,35.5,0.01,1,0.002,0.177,1a,83.6,0.012,1,5,NORMAL
PP0174B01,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,11979,29766,1939,194,0,14,0,0,3,3,4,211,,85,3,36,0,1.5,0.02,0.54,Noncorrosive,-,-,0.6,15,NORMAL
PP0174B01,5/21/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4379,22802,1491,202,0,14,0,1,2,1,1,219,,91,6,35,0.013,1.5,0.019,0.67,Non corrosive,-,-,-,-,NORMAL
PP0174B01,7/16/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,0.7,-,NORMAL
PP0174B01,8/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2952,6413,461,46,0,2,0,1,1,1,1,50,,85,4,36,0.012,1.5,0.015,0.77,Non corrosive,-,-,-,-,NORMAL
PP0174B01,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2816,7269,514,48,0,3,0,0,0,1,1,51,,95,10,37,0.016,1.5,0.02,0.59,Non corrosive,-,-,-,-,NORMAL
PP0174B01,4/26/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2882,19254,1739,117,4,9,0,2,3,3,3,135,60,94,8,37,0.013,1.5,0.007,0.42,Non Corrosive,-,-,0.7,15,NORMAL
PP0174B01,11/21/2022,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,IEC,12M,11/21/2022,,,,,3315,22227,2174,205,6,14,0,1,4,2,2,230,54,70,6,36,0.027,0.5,0.022,0.74,1b,-,-,-,10,NORMAL
PP0174B01,4/18/2023,,Ms.Kladnatee P.,Mr.Jirasak Suksakun,IEC,GPSC,IEC,4M#1,4/18/2023,,,,,3303,22592,1649,105,4,8,0,1,3,3,3,121,60,98,5,36,0.023,1,0.021,0.79,1b,-,-,0.7,31,NORMAL
PP0174B01,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,82311465,,11/13/2023,,70,,,3998,20894,1543,194,5,14,0,1,4,2,3,0,65,55,2.3,31.9,0.03,1.5,0.028,0.792,2c,216,0.014,12,31,NORMAL
PP0174B01,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,70,,,3998,20894,1543,194,5,14,0,1,4,2,3,0,65,55,2.3,31.9,0.03,1.5,0.028,0.792,2c,216,-,-,31,NORMAL
PP0174B01,4/30/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,4/30/2024,,62,,,2441,14135,2799,207,7,16,0,1,5,7,11,0,58,64.9,4.2,31.9,0.03,1.5,0.028,0.792,2c,216,-,-,31,NORMAL
PP0174B01,11/11/2024,,Chayaporn S.,Pimchart P.,Hitachi Energy,GPSC,,,,,,,,3252,16279,2707,189,4,16,0,2,5,4,4,211,60,57.4,2,32,0.02,1.5,0.03,1.322,2C,216,0.01,12,0.01,NORMAL
PP0174B01,2/11/2025,,Chayaporn S.,Pimchart P.,Hitachi Energy,GPSC,,,,,,,,3252,16279,2707,189,4,16,0,2,5,3,4,211,60,55,6.8,32,0.02,1.5,0.03,1.322,2c,216,0.01,12,31,NORMAL
PP0174B01,11/3/2025,,Mr.Aekapong K.,Mr.Pimchart P.,Hitachi Energy Lab.,GPSC,2025-01072,12M 2025,11/3/2025,,57,,,3900,20679,3830,189,3,18,0,1,6,3,4,,57,76.8,7,33.5,0.01,1.5,0.024,1.779,2e,216,0.01,9.7,31,NORMAL
PP0181B01,3/5/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4559,24249,1747,384,9,5,0,1,0,1,0,399,,86,2,41,0.005,0.5,0.006,0.21,1a,-,-,0.2,0,NORMAL
PP0181B01,5/19/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,1627,7118,1814,391,5,2,0,0,0,1,0,398,,98,7,41,0.009,0.5,0.003,0.18,1b,-,-,-,-,NORMAL
PP0181B01,8/30/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8212,28554,1519,314,0,4,0,1,0,1,0,319,,100,7,40,0.007,0.5,0.003,0.28,1b,-,-,-,-,NORMAL
PP0181B01,12/15/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7069,22315,1605,331,0,4,0,1,1,1,1,337,,92,3,40,0.012,0.5,0.005,0.48,1b,-,-,-,-,NORMAL
PP0181B01,4/27/2022,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,1142,25978,1142,684,5,9,0,3,2,3,0,703,,68,9,41,0.007,0.5,0.003,0.19,1b,-,-,-,-,NORMAL
PP0181B01,8/19/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,1900,14073,781,423,4,6,0,2,1,2,1,436,44,85,4,41,0.007,0.5,0.003,0.19,1b,-,-,-,10,NORMAL
PP0181B01,11/30/2022,,Boontarik T.,Boontarik T.,IEC,IEC,,,,,,,,3500,36106,1166,655,15,10,0,4,2,4,2,686,42,92,10,41,0.021,0.5,0.003,0.21,1B,-,-,-,10,NORMAL
PP0181B01,4/23/2023,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,IEC230122,4M#1,4/24/2023,,42,,,7090,59850,1262,797,9,10,0,3,2,2,1,821,42,94,5,39,0.025,0.5,0.007,0.16,1b,-,-,0.2,10,NORMAL
PP0181B01,5/10/2024,,Chayaporn Somsriyo,Mr.Pimchart,Hitachi Energy,GPSC,,,5/10/2024,,46,,,5985,38862,1850,986,9,11,0,3,2,2,1,0,39,84.7,5.8,35.8,0.08,0.5,0.005,0.193,2e,203,-,-,7,NORMAL
PP0181B01,11/14/2024,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,,12M,,,46,,,3932,30322,1536,1015,0,11,0,3,2,1,1,1029,46,74,3,36.2,0.04,0.5,0.003,0.233,2e,205,0.014,1.79,7,NORMAL
PP0181B01,5/28/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,,,,,53,,,7608,84439,3408,1441,9,17,0,16,6,2,0,1489,,71.3,4.4,30.7,0.05,1,0.003,0.21,2e,203,-,4.3,5,NORMAL
PP0181B01,5/28/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,,,,,49,,,4402,40552,2136,943,10,11,0,14,6,0,0,984,49,75.3,4.8,36.2,0.04,0.5,0.003,0.233,2e,205,-,1.3,10,NORMAL
PP0181B01,11/10/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,46,,,13253,69106,2358,1047,10,12,0,3,2,2,1,1074,46,53.5,8.7,35.5,0.01,1,0.002,0.177,1a,83.6,0.012,1,5,NORMAL
PP0225B01,1/24/2019,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,0.6,-,NORMAL
PP0225B01,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4256,13781,2624,169,5,15,0,0,3,3,3,192,,88,4,33,0,1,0.007,0.25,Non corrosive,-,-,0.2,1,NORMAL
PP0225B01,5/21/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4590,20289,1998,163,0,15,0,0,2,1,1,180,,92,5,38,0.012,1,0.013,0.35,Non corrosive,-,-,-,-,NORMAL
PP0225B01,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4355,19627,1790,173,0,9,0,1,2,1,1,185,,89,3,37,0.015,1,0.006,0.46,Non corrosive,-,-,-,-,NORMAL
PP0225B01,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4776,20101,1811,183,0,10,0,0,2,1,1,195,,94,13,36,0.026,1,0.012,0.48,Non corrosive,-,-,-,-,NORMAL
PP0225B01,4/26/2022,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,,,,,,,,2459,30028,4375,313,4,29,0,3,8,6,5,357,,90,10,38,0.01,1,0.01,0.41,1b,-,-,-,10,NORMAL
PP0225B01,8/17/2022,,Ms.Kladnatee P.,Mr.Methee M.,IEC,GPSC,,,,,,,,2680,26225,4599,290,4,30,0,2,9,5,5,335,-,95,14,35,0,1,0.008,0.48,1b,-,-,-,10,NORMAL
PP0225B01,11/21/2022,,Ms.Kladnatee P.,Mr.Methee M.,IEC,GPSC,,,,,,,,3267,27191,4143,364,0,35,0,2,9,5,4,410,-,90,6,38,0.026,0.5,0.007,0.52,1b,-,-,-,10,NORMAL
PP0225B01,4/18/2023,,Ms.Kladnatee P.,Mr.Methee M.,IEC,GPSC,,,,,,,,3494,33851,3350,213,0,22,0,2,8,5,4,245,-,100,7,37,0.023,1,0.007,0.39,1b,-,-,-,33,NORMAL
PP0225B01,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,2023-00217,12M 2023,11/13/2023,,60,,,1996,30710,2647,255,4,26,0,1,8,5,5,294,60,75.6,4.6,34.8,0.01,1.5,0.011,1.118,2e,207,0.01,0.6,10,NORMAL
PP0225B01,3/7/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,3/7/2024,,60,,,1996,30710,2647,255,4,1,0,1,8,5,5,0,55,75.6,34.6,34.8,0.01,1.5,0.011,1.118,2e,207,-,-,33,NORMAL
PP0225B01,5/2/2024,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,2024-00605,6M,5/2/2024,,60,,,2488,33978,5398,370,4,38,0,2,10,9,10,424,60,77.7,2.4,34.8,0.01,1.5,0.011,1.118,2e,207,0.01,0.6,10,NORMAL
PP0225B01,11/11/2024,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,2024-01160,12M 2024,11/11/2024,,62,,,4508,41407,5418,358,14,38,0,2,11,6,6,423,62,64.1,4.6,27.4,0.02,1.5,0.009,1.954,2c,207,0.01,4.04,20,NORMAL
PP0225B01,5/19/2025,,Chayaporn S.,Mr.Jirasak S.,Hitachi Energy,GPSC,Hitachi Lab.,6M 2025,5/19/2025,,64,,,4752,47498,5829,343,5,35,0,2,11,4,0,391,-,79.4,6,27.4,0.02,1.5,0.009,1.954,2c,207,0.01,4.04,20,NORMAL
PP0225B01,11/4/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,52,,,3746,45720,7732,348,8,39,0,2,12,6,6,409,52,83.3,6.9,32.6,0.03,1.5,0.001,0.873,1b,2.6,0.01,3.1,14,NORMAL
PP0284B01,6/21/2013,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11209,44452,1584,118,0,2,0,0,0,0,0,120,,53,19,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,1/7/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12429,36134,1280,158,0,2,0,0,0,0,0,160,,48,12,34,0,0.5,0.072,0.16,2a,-,0,-,0,NORMAL
PP0284B01,6/27/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11286,47283,1510,128,0,2,0,0,0,0,0,130,,55,8,33,0.04,0.5,0.1,1.7,2e,-,0,-,0,NORMAL
PP0284B01,12/16/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11031,49408,1275,103,0,0,0,0,0,0,0,103,,57,7,35,0.003,0.5,0.067,0.14,2e,-,0,-,0,NORMAL
PP0284B01,7/21/2015,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,17728,46279,2215,294,0,0,0,0,23,0,0,317,,56,6,34,0.03,0.5,0.077,0.39,2e,-,0,-,0,NORMAL
PP0284B01,1/15/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4525,20435,6339,257,0,16,0,1,5,18,10,279,,33,7,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,2/9/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13048,42605,2481,137,0,8,0,0,0,0,0,145,,56,6,34,0.02,0.5,0.079,0.61,2e,-,0,-,0,NORMAL
PP0284B01,11/24/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6272,28668,6783,263,5,18,0,1,5,18,10,292,,65,5,41,0,1.5,0.005,0.53,2e,0,0.01,0.1,12,NORMAL
PP0284B01,2/3/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,20079,79894,6826,233,4,18,0,1,5,4,572,261,,75,4,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,8/17/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5983,31806,7969,253,4,21,0,1,6,11,8,285,,53,7,41,0,1.5,0.002,0.27,3a,0,0.001,-,15,NORMAL
PP0284B01,2/28/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2240,17469,8671,262,4,23,0,1,8,12,4,298,,60,6,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,8/27/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13193,58097,8654,237,4,24,0,1,14,9,6,280,,71,11,39,0,0.5,0.002,0.42,2e,0,0.01,0.2,14,NORMAL
PP0284B01,2/27/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11376,54559,8956,216,6,25,0,1,8,8,6,256,,65,6,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,2/14/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8171,37950,9213,358,14,26,0,6,17,3,5,421,,47,7,34,0.031,0.5,0.02,0.98,1a,-,0.01,0.8,0,NORMAL
PP0284B01,8/28/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8966,43566,8446,226,4,27,0,1,10,10,1,268,,51,10,39,0.01,1,0.026,1.01,1a,0,0,0.4,14,NORMAL
PP0284B01,9/29/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8347,29171,3387,122,6,14,0,1,3,1,1,146,,75,7,35,0.011,0.5,0.003,0.34,1b,0,0,0.2,0,NORMAL
PP0284B01,2/24/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8230,14430,1957,148,0,7,0,0,2,1,1,157,,69,5,37,0.008,0.5,0.003,0.39,1b,0,0,0.1,8,NORMAL
PP0284B01,8/18/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,3369,14250,2470,174,0,7,0,1,2,1,1,184,,68,15,39,0,1,0.005,0.19,1b,0,0,0.1,9,NORMAL
PP0284B01,2/1/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4740,31447,3037,231,0,10,0,2,5,3,6,248,,73,11,37,0.008,0.5,0.014,0.76,1b,0,0,0.6,0,NORMAL
PP0284B01,2/9/2022,,Waraporn Dabut,Methee M.,IEC,GPSC,IEC-0019,6M,,,,,,4740,31447,3073,231,0,10,0,2,5,3,6,248,58,73,11,37,0.008,0.5,0.014,0.76,1B,<5,,0.6,0,NORMAL
PP0284B01,6/29/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,1728,21603,3800,353,0,11,0,3,3,3,4,370,60,69,10,,,,,,,,,,,NORMAL
PP0285B01,6/21/2013,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,19492,36642,1306,148,0,2,0,0,0,0,0,150,,45,17,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0285B01,1/7/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10990,35003,1066,178,0,2,0,0,0,0,0,180,,59,3,36,0,0.5,0.07,0.28,1b,-,0,-,0,NORMAL
PP0285B01,6/27/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9861,29071,960,121,0,1,0,0,0,0,0,122,,57,14,34,0.04,0.5,0.068,0.65,2d,-,0,-,0,NORMAL
PP0285B01,12/16/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11858,41139,1142,104,0,0,0,0,0,0,0,104,,57,4,34,0.03,0.5,0.07,0.17,2d,-,0,-,0,NORMAL
PP0285B01,6/21/2015,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11249,46063,104,1142,0,0,0,0,0,0,0,104,,57,7,33,0.03,0.5,0.067,0.3,2d,-,0,-,0,NORMAL
PP0285B01,2/9/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11886,38806,1716,219,1,8,0,0,0,0,0,228,,58,7,34,0.02,0.5,0.072,0.28,2d,-,0,-,0,NORMAL
PP0285B01,6/15/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13678,57867,5166,319,0,14,0,3,3,16,6,339,,74,6,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0285B01,11/24/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7963,35973,5398,302,0,15,0,1,3,18,10,321,,63,5,41,0,0.5,0.003,0.48,2e,0,0.01,0.2,10,NORMAL
PP0285B01,2/3/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4891,21497,5112,277,3,14,0,4,3,10,22,301,,68,4,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0285B01,8/17/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7564,38979,6357,281,2,17,0,1,4,11,7,305,,51,4,42,0,0.5,0.002,0.28,3a,0,0.01,0.1,13,NORMAL
PP0285B01,2/28/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,1597,19417,6357,281,2,20,0,1,5,11,7,309,,65,5,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0285B01,8/27/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5026,29761,7666,273,0,21,0,1,9,6,6,304,,50,8,40,0,1,0.002,0.22,2e,0,0.01,0.1,14,NORMAL
PP0285B01,2/27/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13090,65233,8101,269,6,23,0,1,5,6,7,304,,48,5,-,-,-,-,-,-,-,-,-,-,NORMAL
