Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TDCG,Temp,BD,WC,IFT,Acidity_No,Color_No,PF_25,PF_100,Corrosive_Sulfur,Passivator,Sludge_Condition,Conductivity,Furan_Analysis,Test_Result
383203723,12/21/2010,-,IEC,-,TIS,-,-,"12M_71,72,73",12/21/2010,-,-,-,-,49828,45808,916,19,1,2,0,0,2,14,26,24,60,47,4.25,29.3,0.0162,0.5,0.05,3.43,-,0,-,0.297,0,NORMAL
383203723,6/29/2011,-,IEC,-,TIS,-,-,"6M_71,72",6/29/2011,-,-,-,-,10100,19409,1488,75,0,8,0,32,5,3,5,120,60,52.22,16.42,29.3,0.016,0.5,0.05,3.43,-,0,-,0.3,0,NORMAL
383203723,12/21/2011,-,IEC,-,TIS,-,-,"12M_71,72,73",12/21/2011,-,-,-,-,9053,18973,1209,109,0,10,0,22,0,0,0,141,62,53.18,16.08,36.4,0.015,0.5,0.065,1.354,-,0,0,2.33,0,NORMAL
383203723,6/1/2012,-,IEC,-,TIS,-,-,"6M_71,72",6/1/2012,-,-,-,-,10561,26875,2034,211,0,15,0,24,0,2,7,250,60,55.78,15.6,36.4,0.015,0.5,0.065,1.354,-,0,0,2.33,0,NORMAL
383203723,1/8/2013,-,IEC,-,TIS,-,-,"12M_71,72,73",1/8/2013,-,-,-,-,10095,27098,2430,118,3,3,0,0,0,0,0,124,56,50.2,12.17,38.6,0.007,0.5,0.112,2.032,-,0,0,2.27,0,NORMAL
383203723,6/19/2013,-,IEC,-,TIS,-,-,"6M_71,72",6/19/2013,-,-,-,-,18659,50579,2658,220,0,3,0,0,1,0,0,224,60,47.92,14.34,38.6,0.007,0.5,0.112,2.032,-,0,0,2.27,0,NORMAL
383203723,12/18/2013,-,IEC,-,TIS,-,-,"12M_71,72,73",12/18/2013,-,-,-,-,21036,50284,2336,215,0,0,0,0,0,0,0,215,40,54.52,10.66,38.6,0.0266,0.5,0.137,2.773,-,0,0,4.17,0,NORMAL
383203723,6/23/2014,-,IEC,-,TIS,-,-,"6M_71,72",6/23/2014,-,-,-,-,22038,66033,2621,213,0,0,0,0,0,0,0,213,40,51.36,11.54,38.6,0.027,0.5,0.137,2.773,-,0,0,4.1,0,NORMAL
383203723,1/7/2015,-,IEC,-,TIS,GLOW,-,"12M_71, 72, 73",1/7/2015,-,-,-,-,23254,64372,2608,215,0,0,0,0,0,0,0,215,50,52.76,10.4,38.5,0.007,1,0.105,3.12,-,0,0.002,0.53,0,NORMAL
383203723,7/9/2015,-,IEC,-,TIS,GLOW,-,"6M_71,72",7/9/2015,-,-,-,-,26032,58945,2401,287,0,4,0,0,0,0,0,291,52,32.2,12.3,38.5,0.007,0.5,0.105,3.12,-,0,0,4.42,0,NORMAL
383203723,3/15/2016,-,Ekkarach W.,-,FOCUS LAB,GLOW,81603051,"6M_71,72",3/15/2016,-,-,-,-,10645,41830,1163,47,0,0,0,0,1,5,2,48,37,59.9,7.8,38.5,0.007,0.5,0.105,3.12,-,0,0,4.42,0,NORMAL
383203723,9/29/2016,-,Ekkarach W.,Pimchart P.,TIS,GLOW,81610015,"12M_71,72,73",9/29/2016,-,-,-,-,9308,36340,1450,55,0,3,0,1,2,3,6,61,34,45.5,6.6,33.76,0.009,1,0.147,3.891,3B,0,0.008,4.94,7.47,NORMAL
383203723,2/14/2017,-,Ekkarach W.,Parkpoom K.,FOCUS LAB,GLOW,81702066,"6M_71,72",2/14/2017,-,-,-,-,7146,28668,1396,50,0,4,0,3,2,4,2,59,35,68.3,4.7,33.76,0.009,1,0.147,3.891,3B,0,0.008,4.94,7.47,NORMAL
383203723,9/26/2017,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81709103,"12M_71,72,73",9/26/2017,-,-,-,-,20646,87418,1458,125,4,3,0,2,2,3,2,136,36,59.3,8.8,34.16,0.007,1,0.18,4.6,3A,0,0.008,5.1,8.19,NORMAL
383203723,1/9/2018,-,Ekkarach W.,Parkpoom K.,FOCUS LAB,GLOW,81801068,-,1/9/2018,-,-,-,-,20646,87418,1458,125,4,3,0,2,2,3,2,136,32,48,5.2,48.38,0.004,1,0.013,0.699,-,0.3,-,0.55,-,NORMAL
383203723,2/12/2018,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81808177,"6M_71,72",2/12/2018,33,50,-,60.3,6129,23845,366,41,3,0,0,0,0,0,0,44,32,67.8,4.9,48.38,0.004,1,0.013,0.699,3A,0,0.008,0.55,8.19,NORMAL
383203723,8/20/2018,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81808177,"12M_71,72,73",8/20/2018,32.5,50,-,69.5,13840,58960,759,122,5,1,0,1,0,0,2,129,33,51.4,6.5,46.41,0.001,1,0.014,0.579,3B,0,0.002,0.53,0.001,NORMAL
383203723,6/26/2019,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906124,"6M_71,72",,34.7,50,-,60.2,4428,30296,961,180,5,5,0,2,0,2,0,192,35,51.3,7.4,46.4,0.001,1,0.014,0.579,3B,0,0.002,0.53,0.01,NORMAL
383203723,6/26/2019,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906124,"6M_71,72",,34.7,50,-,60.2,4428,30296,961,180,5,5,0,2,0,2,0,192,35,51.3,7.4,46.4,0.001,1,0.014,0.579,3B,0,0.002,0.53,0.01,NORMAL
383203723,12/11/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81912039,"12M_71,72,73",,31.3,-,-,53.1,3337,21576,1093,150,4,1,0,2,1,2,0,158,33,64.1,4.7,39.1,0.01,1,0.015,0.583,3B,0,0.01,0.47,3.3,NORMAL
383204884,12/21/2010,-,IEC,-,TIS,GLOW,-,"12M_71,72,73",12/21/2010,-,-,-,-,29239,52661,1651,41,3,7,0,6,5,12,24,62,60,47.18,20.8,29,0.006,0.5,0.04,1.85,-,48,0,0.47,0,NORMAL
383204884,6/29/2011,-,IEC,-,TIS,GLOW,-,"6M_71,72",6/29/2011,-,-,-,-,13987,22316,1693,114,13,3,0,44,21,15,32,195,40,46.54,15.19,29,0.006,0.5,0.04,1.85,-,48,0,0.47,0,NORMAL
383204884,12/21/2011,-,IEC,-,TIS,GLOW,-,"12M_71,72,73",12/21/2011,-,-,-,-,17366,25604,1785,136,10,0,0,22,15,10,33,183,50,37.94,18.71,35.3,0.022,0.5,0.103,2.164,-,40,0,3.44,0,NORMAL
383204884,6/1/2012,-,IEC,-,TIS,GLOW,-,"6M_71,72",6/1/2012,-,-,-,-,17604,392820,3345,142,12,8,0,17,28,13,22,207,50,58.2,13.85,35.3,0.022,0.5,0.103,2.164,-,40,0,3.44,0,NORMAL
383204884,1/8/2013,-,IEC,-,TIS,GLOW,-,"12M_71,72,73",1/8/2013,-,-,-,-,11067,35800,2185,123,20,8,0,0,4,2,20,155,50,49.5,7.02,38.8,0.002,0.5,0.085,2.651,-,24,0,5.38,0,NORMAL
383204884,6/19/2013,-,IEC,-,TIS,GLOW,-,"6M_71,72",6/19/2013,-,-,-,-,20321,43743,2243,223,31,5,0,0,3,0,21,223,50,45.32,16.45,38.8,0.002,0.5,0.085,2.651,-,24,0,5.38,0,NORMAL
383204884,12/18/2013,-,IEC,-,TIS,GLOW,-,"12M_71,72,73",12/18/2013,-,-,-,-,41143,22452,2075,214,28,4,0,0,0,0,0,246,45,51.32,13.33,38.6,0.0028,0.5,0.132,2.432,-,21,0,6.17,0,NORMAL
383204884,6/23/2014,-,IEC,-,TIS,GLOW,-,"6M_71,72",6/23/2014,-,-,-,-,30462,42834,2781,207,26,1,0,0,0,0,0,234,40,51.32,14.25,38.6,0.003,0.5,0.132,2.432,-,21,0,6.17,0,NORMAL
383204884,1/7/2015,-,IEC,-,TIS,GLOW,-,"12M_71,72,73",1/7/2015,-,-,-,-,31136,44594,2864,214,35,1,0,0,0,0,0,250,40,50.42,14.23,38.5,0.004,0.5,0.115,2.146,-,22,0,5.77,0,NORMAL
383204884,6/9/2015,-,IEC,-,TIS,GLOW,-,"6M_71,72",6/9/2015,-,-,-,-,53405,53405,3575,288,40,10,0,0,1,0,0,339,45,26,19.53,38.5,0.004,0.5,0.115,2.146,-,22,0,5.77,0,NORMAL
383204884,3/15/2016,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,-,"6M_71,72",3/15/2016,-,-,-,-,4972,29519,1655,55,6,0,0,2,4,5,5,67,35,73,11.9,38.5,0.004,0.5,0.115,2.146,-,22,0,5.77,0,NORMAL
383204884,9/29/2016,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81610020,"12M_71,72,73",9/29/2016,-,-,-,-,21970,94948,2122,68,7,6,0,2,5,5,7,88,36,64.1,10.2,29.6,0.014,1,0.134,4.722,3B,20.59,0.016,4.81,9.86,NORMAL
383204884,2/14/2017,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81702071,"6M_71,72",2/14/2017,-,-,-,-,3996,25909,1913,62,5,5,0,2,5,7,3,79,35,74.6,8.3,29.6,0.014,1,0.134,4.722,3B,20.59,0.016,4.81,9.86,NORMAL
383204884,9/27/2017,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81802099,"12M_71,72,73",9/27/2017,-,-,-,-,6406,36923,2599,72,5,6,0,2,6,6,3,91,37,74,12.4,30.77,0.013,1,0.14,4.359,2C,18.04,0.009,4.7,12.09,NORMAL
383204884,2/12/2018,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81802099,"6M_71,72",2/12/2018,-,-,-,-,4622,33157,2247,65,5,6,0,2,6,11,2,84,36,59.1,10,30.77,0.013,1,0.14,4.359,2C,18.04,0.009,4.7,10.09,NORMAL
383204884,8/21/2018,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81808181,"12M_71,72,73",8/21/2018,33,48,-,66.2,6305,36944,2102,65,7,6,0,2,9,8,2,89,33,56.2,9.4,30.2,0.013,1,0.136,4.561,3B,16.47,0.014,4.66,12.3,NORMAL
383204884,6/26/2019,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906126,"6M_71,72",6/26/2019,32.9,50,-,64.5,5964,37351,2324,71,6,6,0,2,6,9,2,91,35,53,11.3,30.2,0.013,1,0.136,4.561,3B,16.47,0.014,4.66,12.3,NORMAL
383204884,6/26/2019,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906126,"6M_71,72",6/26/2019,32.9,50,-,64.5,5964,37351,2324,71,6,6,0,2,6,9,2,91,35,53,11.3,30.2,0.013,1,0.136,4.561,3B,16.47,0.014,4.66,12.3,NORMAL
383204884,12/11/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,8192043,"12M_71,72,73",,32.5,45,-,38.4,10724,49817,2398,72,5,6,0,2,6,18,6,91,34,42.9,9.1,29.4,0.01,1,0.141,4.184,3A,20.88,0.01,4.53,12.4,NORMAL
383204884,9/22/2022,,Hasachari C.,Hasachari C.,IEC,IEC,,,,,,,,1849,19487,1410,52,5,5,0,2,5,3,4,69,40,67,16,30,0.047,0.5,0.107,3.42,1B,14,0.02,3.9,14,NORMAL
383204884,9/16/2024,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,Megger OTS80PB,,,32,34,34,56,-,-,-,-,-,-,-,-,-,-,-,-,-,50.2,18.1,32,-,-,-,-,-,-,-,-,14,NORMAL
383204884,10/29/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,12M,10/24/2024,,40,,,1105,25233,2342,82,5,8,0,2,7,12,9,0.21,35,60.2,7.4,27.3,0.041,1,0.138,3.687,2c,-,-,60.5,0.02,NORMAL
383204884,10/7/2025,,Mr. Aekapong Klamchang,Mr.Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12,,,56,,,2603,29109,2993,67,4,7,0,2,7,4,5,87,56,81.5,12.4,25.1,0.01,1,0.116,3.791,1b,-,0.01,40,7,NORMAL
383204885,12/21/2010,,IEC,,TIS,,,,,,,,,35322,48835,2404,226,0,10,0,0,2,15,26,33,33,46.26,15.74,29.2,0.009,0.5,0.14,5.3,-,59,0,0.909,0,NORMAL
383204885,6/9/2011,,IEC,,TIS,,,,,,,,,11553,21221,3421,350,13,5,0,22,5,5,15,395,33,45.52,16.77,29.2,0.009,0.5,0.14,5.3,-,-,0,0.91,0,NORMAL
383204885,12/25/2011,,IEC,,TIS,,,,,,,,,15452,13314,2790,332,41,0,0,17,0,1,7,390,32,47.06,18.02,36.3,0.001,0.5,0.125,1.774,-,0,0,7.55,0,NORMAL
383204885,6/1/2012,,IEC,,TIS,,,,,,,,,24951,46092,2941,364,23,5,0,18,0,5,13,410,35,58.46,21.29,36.3,0.001,0.5,0.125,1.774,-,0,0,7.55,0,NORMAL
383204885,1/8/2013,,IEC,,TIS,,,,,,,,,15785,21425,2051,213,49,3,0,0,3,0,1,268,36,51.04,18.97,37.1,0.057,0.5,0.172,2.65,4a,0,0,5.8,42.22,NORMAL
383204885,6/19/2013,,IEC,,TIS,,,,,,,,,20342,47064,2309,224,32,2,0,0,0,0,0,258,33,35.56,29.07,37.1,0.057,0.5,0.172,2.65,-,0,0,5.8,0,NORMAL
383204885,12/18/2013,,IEC,,TIS,,,,,,,,,21214,48826,2240,213,24,1,0,0,0,0,0,238,34,54.56,11.47,37.2,0.052,0.5,0.126,2.208,-,0,0,13.11,0,NORMAL
383204885,6/23/2014,,IEC,,TIS,,,,,,,,,25875,46662,2504,205,22,1,0,0,0,0,0,228,36,52.24,12.36,37.2,0.052,0,0.126,2.208,-,0,0,13.11,0,NORMAL
383204885,1/7/2015,,IEC,,TIS,,,,,,,,,47856,29889,2276,202,27,1,0,0,0,0,0,230,35,50.56,12.42,36.8,0.063,0.5,0.151,2.51,-,0,0,8.31,0,NORMAL
383204885,7/9/2015,,IEC,,TIS,,,,,,,,,25548,43974,2243,246,16,4,0,0,0,0,0,266,36,50.56,12.42,36.8,0.063,0.5,0.151,2.51,-,0,0,8.31,0,NORMAL
383204885,3/15/2016,,Ekkarach W.,,FOCUS LAB,,,,,,,,,4555,15614,1116,35,0,0,0,0,1,7,0,36,36,70.6,8.7,36.8,0.063,0.5,0.151,2.51,-,0,0,8.31,0,NORMAL
383204885,9/29/2016,,Ekkarach W.,,FOCUS LAB,,81610018,"12M_71,72,73",,,,,,14646,55435,1463,45,5,3,0,1,2,3,6,56,35,72.2,9.7,29.69,0.014,1,0.207,4.233,3B,0,0.013,7.64,26.59,NORMAL
383204885,2/14/2017,,Ekkarach W.,,FOCUS LAB,,,,,,,,,8406,30124,1351,41,0,3,0,2,2,5,1,48,35,70.8,8.1,29.69,0.014,1,0.207,4.233,3B,0,0.013,7.64,26.59,NORMAL
383204885,9/27/2017,,Ekkarach W.,Parkpoom K.,FOCUS LAB,GLOW,81709106,"12M_71,72,73",,,,,,14281,52631,1798,49,4,3,0,1,2,4,2,59,33,72.6,10.4,30.55,0.012,1,0.226,4.46,3B,0,0.012,8.2,14.26,NORMAL
383204885,1/9/2018,,Ekkarach W.,,FOCUS LAB,,81801069,"12M_71,72,73",,,,,,14281,52631,1798,49,4,3,0,1,2,4,2,59,33,59.3,7.8,47.44,0.002,1,0.017,0.791,3B,0.28,0.012,0.69,14.26,NORMAL
383204885,2/12/2018,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81802097,"6M_71,72",,,,,,3563,12101,352,22,2,0,0,0,0,0,0,24,34,62.7,8.3,47.44,0.002,0.28,0.017,0.791,3B,0.28,0.012,0.69,-,NORMAL
383204885,8/21/2018,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81808179,"12M_71,72,73",,32.8,48,-,64.9,12518,46873,709,57,3,1,0,2,1,2,1,64,33,63.9,9.5,45.3,0.004,1,0.032,1.127,3B,0,0.002,0.82,4.6,NORMAL
383204885,6/18/2019,,Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,81906065,"6M_71, 72",,32.2,50,-,64.6,7754,30568,756,76,3,0,0,0,0,38,0,79,33,55,11,45.3,0.004,1,0.032,1.127,3B,0,0.002,0.82,4.6,NORMAL
383204885,6/18/2019,,Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,81906065,"6M_71, 72",,32.2,50,-,64.6,7754,30568,756,76,3,0,0,0,0,38,0,79,33,55,11,45.3,0.004,1,0.032,1.127,3B,0,0.002,0.82,4.6,NORMAL
383204885,12/11/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81912041,"12M_71,72,73",,32.2,50,-,64.6,12553,45238,892,71,3,3,0,0,1,18,5,78,33,61.3,8.6,45.1,0.01,1,0.032,0.984,3B,0,0.01,0.77,6.7,NORMAL
383204886,12/21/2010,,IEC,,TIS,,,,,,,,,20811,55505,1366,67,3,19,0,7,29,16,28,125,34,54.82,11.47,28.5,0.02,0.5,0.18,0.26,-,0,0,0.0195,0,NORMAL
383204886,6/29/2011,,IEC,,TIS,,,,,,,,,10142,21230,1139,215,0,41,0,27,42,10,0,325,33,53.84,10.33,28.5,0.02,0.5,0.18,0.26,-,0,0,0.02,0,NORMAL
383204886,12/21/2011,,IEC,,TIS,,,,,,,,,9053,18973,1209,229,15,52,0,22,15,12,0,333,32,54.82,9.336,36.8,0.025,0.5,0.154,1.766,-,0,0,7.9,0,NORMAL
383204886,6/1/2012,,IEC,,TIS,,,,,,,,,15531,36256,2034,234,10,65,0,12,46,4,0,367,35,52,17.26,36.8,0.025,0.5,0.154,1.766,-,0,0,7.9,0,NORMAL
383204886,1/8/2013,,IEC,,TIS,,,,,,,,,19417,33205,2598,229,17,8,0,8,18,2,1,280,36,49.58,12.7,37.2,0.228,0.5,0.214,2.312,0,0,0,8.46,0,NORMAL
383204886,6/21/2013,,IEC,,TIS,,,,,,,,,17658,43155,2706,230,10,3,0,8,17,0,0,268,33,46.88,21.1,37.2,0.228,0.5,0.214,2.312,-,0,0,8.46,0,NORMAL
383204886,12/18/2013,,IEC,,TIS,,,,,,,,,18843,45241,2875,217,21,2,0,5,14,0,0,259,34,50.28,11.78,37.1,0.008,0.5,0.228,2.872,-,0,0,14.37,0,NORMAL
383204886,6/23/2014,,IEC,,TIS,,,,,,,,,18923,46213,2442,209,22,2,0,6,11,0,0,250,40,49.82,11.92,37.1,0.008,0.5,0.228,2.872,-,0,0,14.37,0,NORMAL
383204886,1/7/2015,,IEC,,TIS,,,,,,,,,18502,62416,2885,250,55,4,0,8,10,0,0,327,45,50.1,12.9,37.2,0.007,0.5,0.215,3.18,-,0,0,20.8,0,NORMAL
383204886,7/9/2015,,IEC,,TIS,,,,,,,,,18502,62416,2885,250,55,4,0,8,10,0,0,327,45,25.7,15.39,37.2,0.007,0.5,0.215,3.18,-,0,0,20.8,0,NORMAL
383204886,3/15/2016,,Ekkarach W.,,FOCUS LAB,,,,,,,,,5298,19392,837,36,0,0,0,1,2,4,2,39,39,57.9,8.2,37.2,0.007,0.5,0.215,3.18,-,0,0,20.8,0,NORMAL
383204886,9/29/2016,,Ekkarach W.,,FOCUS LAB,,,,,,,,,7104,27025,1063,48,4,3,0,1,2,7,9,58,34,72.7,8.4,29.85,0.014,1,0.427,11.668,3B,0,0.017,14.83,13.3,NORMAL
383204886,2/14/2017,,Ekkarach W.,,FOCUS LAB,,,,,,,,,7850,29780,1093,42,0,3,0,1,2,5,2,48,35,63.9,7.7,29.85,0.014,1,0.427,11.668,3B,0,0.017,14.83,13.3,NORMAL
383204886,9/27/2017,,Ekkarach W.,,FOCUS LAB,,,,,,,,,14454,54903,1408,56,3,3,0,2,3,4,3,67,36,64.4,8.1,29.93,0.013,1,0.385,10.21,3B,0.26,0.01,14.33,7.02,NORMAL
383204886,1/9/2018,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,,,,,,,,10189,35578,270,11,0,0,0,0,0,0,0,11,36,53.4,8.3,47.34,0.002,0.5,0.027,0.892,3B,0.26,0.01,0.91,7.02,NORMAL
383204886,2/12/2018,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81802101,"6M_71,72",,36,54,-,60,10189,35578,270,11,0,0,0,0,0,0,0,11,36,63.5,7.1,47.3,0.002,0.5,0.027,0.892,3B,0,0.014,0.91,0,NORMAL
383204886,8/21/2018,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81808183,"12M_71,72,73",,34.4,52,-,63.5,12378,43665,516,35,2,1,0,1,1,13,3,40,34,58,6.1,47.3,0.003,0.5,0.05,1.788,3B,0,0.014,1.7,0,NORMAL
383204886,6/26/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906128,"6M_71,72",,33.5,50,-,62.4,4244,13447,589,54,4,0,0,0,0,31,5,58,35,52,9.9,47.3,0.003,0.5,0.05,1.788,3B,0,0.014,1.7,0,NORMAL
383204886,6/26/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906128,"6M_71,72",,33.5,50,-,62.4,4244,13447,589,54,4,0,0,0,0,31,5,58,35,52,9.9,47.3,0.003,0.5,0.05,1.788,3B,0,0.014,1.7,0,NORMAL
383204886,12/11/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81912045,"12M_71,72,73",,32.1,50,-,42.1,17528,58165,714,43,2,2,0,0,1,20,7,48,33,55.5,7.9,46.6,0.01,0.5,0.044,1.446,3B,0,0,1.17,2.2,NORMAL
383204886,12/10/2020,-,Mr.Eakgarak S.,Mr.Jirasak S.,IEC,GPSC,-,-,12/10/2020,-,60,-,-,9536,16810,334,22,2,0,0,0,0,0,0,23,60,62,19,43,0.008,0.5,0.023,0.63,3B,0,0,0.7,0,NORMAL
383204886,9/22/2022,,Boontarik T.,Boontarik T.,IEC,IEC,,,,,,,,2130,11022,492,32,0,1,0,1,1,1,1,35,40,85,9,38,0.006,0.5,0.036,1.14,4A,5,0.02,1.7,5,NORMAL
383204886,10/29/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,12M,10/24/2024,,40,,,1292,7076,1022,31,3,1,0,0,1,13,5,0.08,35,56.5,4.5,39,0.027,0.5,0.045,0.996,3b,-,-,14.8,0.02,NORMAL
383204886,10/7/2025,,Mr. Aekapong Klamchang,Mr.Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,48,,,4086,16991,1381,36,3,2,0,0,1,3,1,42,48,88.7,11,36.5,0.01,0.5,0.047,1.424,3b,-,0.01,11.8,4,NORMAL
3905095,12/21/2010,,IEC,,TIS,,,,,,,,,34468,50845,1221,79,30,2,0,4,16,12,28,131,40,35.24,32.34,29,0.094,1.5,0.07,3.32,-,5,0,0.99,0,NORMAL
3905095,6/29/2011,,IEC,,TIS,,,,,,,,,26342,32157,1536,120,32,0,0,0,32,25,48,184,40,57.16,12.66,29,0.094,1.5,0.07,3.32,-,0,0,0.99,0,NORMAL
