serial,date,H1_tap_max_ratio,H1_max_err,H1_max_phd,H1_tap_cen_ratio,H1_cen_err,H1_cen_phd,H1_tap_min_ratio,H1_min_err,H1_min_phd,H1_tap_N1,H1_tap_rate_N1,H1_ratio1,H1_err1,H1_phd1,H1_tap_N2,H1_tap_rate_N2,H1_ratio2,H1_err2,H1_phd2,H2_tap_max_ratio,H2_max_err,H2_max_phd,H2_tap_cen_ratio,H2_cen_err,H2_cen_phd,H2_tap_min_ratio,H2_min_err,H2_min_phd,H2_ratio1,H2_err1,H2_phd1,H2_ratio2,H2_err2,H2_phd2,H3_tap_max_ratio,H3_max_err,H3_max_phd,H3_tap_cen_ratio,H3_cen_err,H3_cen_phd,H3_tap_min_ratio,H3_min_err,H3_min_phd,H3_ratio1,H3_err1,H3_phd1,H3_ratio2,H3_err2,H3_phd2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR,MAXDEV,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9,Object10,Object11,Object12,Object13,Object14,Object15,Object16,Object17,Object18,Object19,Object20,Object21,Object22,Object23,Object24,Object25,Object26,Object27,Object28,Object29,Object30
510049,2/5/2025,2.0908,0.01,0,1.9001,0.05,0,1.6161,0.01,0,,,,,,,,,,,2.0908,0.01,0,1.9001,0.05,0,1.6161,0.01,0,,,,,,,2.0908,0.01,0,1.9001,0.05,0,1.6161,0.01,0,,,,,,,,Mr. Pimchat P.,,GPSC,,TESTRANO 600,DA193X,10/9/2024,31,31,31,63,,0.05,0,0.01,0,0.01,0,0.01,0,0.05,0,0.05,0,0.05,0,0.01,0,0.01,0,0.01,0,,,,,,,,,,,,
5101711,2/2/2022,-,-,-,2.763,0.11,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,2.763,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,2.763,0.11,0,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,30,30,30,58,,0.11,0,-,-,-,-,-,-,0.11,0,0.11,0,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5101711,1/31/2025,-,-,-,2.762,0.07,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,2.762,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,2.762,0.07,0,-,-,-,-,-,-,-,-,-,,Mr.Polasart T.,Mr.Pornpong S.,Hitachi Energy,GPSC,,,,,,,,,0.07,0,-,-,-,-,-,-,0.07,0,0.07,0,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5102852,3/8/2022,-,-,-,5.522,0,0.04,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.52,0.04,0.02,-,-,-,-,-,-,-,-,-,-,-,-,5.521,0.02,0.02,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,29,32,32,74,,0.04,0.04,-,-,-,-,-,-,0,0.04,0.04,0.02,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5103168,5/22/2022,30.001,0,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.004,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,30.008,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,34,34,34,53,,0.02,0.02,0,0.01,0.01,0.01,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5103169,5/22/2022,30.002,0.02,0.02,-,-,-,-,-,-,,,-,,,,,-,,,30.0074,0,0.01,-,-,-,-,-,-,-,,,-,,,30.009,0.01,0.02,-,-,-,-,-,-,,,,,,,,Mr.Worapon J.,Mr.Suchart M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,34,38,38,64,,0.02,0.02,0.02,0.02,0,0.01,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
5103170,5/23/2022,30.003,0.01,0,-,-,-,-,-,-,,-,-,-,-,,-,-,-,-,30.004,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-,30.003,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanaruk K.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,34,34,34,64,,0.01,0,0.01,0,0.01,0,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5103171,5/23/2022,30.001,0.02,0.01,-,-,-,-,-,-,,-,-,-,-,,-,-,-,-,30.005,0.01,0.04,-,-,-,-,-,-,-,-,-,-,-,-,30.016,0.03,0.05,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanaruk K.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,,,,,,0.03,0.05,0.02,0.01,0.01,0.04,0.03,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5103176,5/14/2022,-,-,-,5.521,0.02,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.521,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,5.521,0.02,0,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,32,52,50,65,,0.02,0,-,-,-,-,-,-,0.02,0,0.02,0,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5110021,10/25/2022,-,-,-,-,-,-,-,-,-,2,6.348,6.354,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.354,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,6.354,0.09,0,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,32,32,62,,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0,0.09,0,0.09,0,-,-,-,-,-,-
5110021,11/3/2025,-,-,-,-,-,-,-,-,-,2,6.348,6.358,0.16,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.358,0.16,0.13,-,-,-,-,-,-,-,-,-,-,-,-,6.35,0.03,0.13,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,32,32,32,67,,0.16,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0,0.16,0.13,0.03,0.13,-,-,-,-,-,-
5110022,1/16/2023,-,-,-,-,-,-,-,-,-,2,6.348,6.355,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.355,0.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.354,0.09,0.02,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,35,35,55,,0.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0,0.11,0.02,0.09,0.02,-,-,-,-,-,-
5110022,1/12/2026,-,-,-,-,-,-,-,-,-,2,6.348,6.353,0.08,0.03,,,,,,-,-,-,-,-,-,-,-,-,6.355,0.11,0.03,,,,-,-,-,-,-,-,-,-,-,6.353,0.08,0,,,,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/2/2025,,,,,,0.11,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.03,0.11,0.03,0.08,0,,,,,,
5110023,8/2/2022,-,-,-,6.1985,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1982,0.08,0.01,-,-,-,-,-,-,-,-,-,-,-,-,6.1987,0.09,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,31,30,30,72,,0.09,0.01,-,-,-,-,-,-,0.09,0,0.08,0.01,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5110023,7/9/2025,-,-,-,6.1985,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1983,0.09,0,-,-,-,-,-,-,-,-,-,-,-,-,6.1982,0.08,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,0.09,0,-,-,-,-,-,-,0.09,0,0.09,0,0.08,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
512033,8/19/2014,3.254,0.18,0,2.828,0.14,0,2.407,0.29,0,,,,,,,,,,,3.254,0.18,0.09,2.828,0.14,0.11,2.407,0.29,0.08,,,,,,,3.257,0.28,0.09,2.831,0.25,0.11,2.409,0.37,0.08,,,,,,,,Mr.Anusit Sara,,"TIS Engineering and Service Co.,Ltd.",,Raytech/SPY MARK II,2783180,,,,,,,0.37,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512033,3/4/2019,3.2528,0.15,0.01,2.8283,0.15,0.04,2.4062,0.26,0.01,,-,-,-,-,,-,-,-,-,3.2525,0.14,0,2.8272,0.11,0,2.406,0.25,0.01,-,-,-,-,-,-,3.2524,0.14,0.01,2.8271,0.11,0.04,2.4057,0.24,0.02,-,-,-,-,-,-,191011797,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,36,36,56,,0.26,0.04,0.15,0.01,0.14,0,0.14,0.01,0.15,0.04,0.11,0,0.11,0.04,0.26,0.01,0.25,0.01,0.24,0.02,,,,,,,,,,,,
512033,3/6/2019,3.2525,0.14,0,2.8272,0.11,0,2.4059,0.25,0,,-,-,-,-,,-,-,-,-,3.2526,0.14,0,2.8272,0.11,0.01,2.406,0.25,0.01,-,-,-,-,-,-,3.2525,0.14,0,2.827,0.11,0.01,2.4057,0.24,0.01,-,-,-,-,-,-,191011797,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2019,34,36,36,56,,0.25,0.01,0.14,0,0.14,0,0.14,0,0.11,0,0.11,0.01,0.11,0.01,0.25,0,0.25,0.01,0.24,0.01,-,-,-,-,-,-,-,-,-,-,-,-
512033,7/21/2021,3.245,0.09,0.27,2.8287,0.17,0.02,2.4072,0.3,0.02,,,,,,,,,,,3.2538,0.18,0.04,2.8281,0.15,0.04,2.4068,0.28,0.03,,,,,,,3.255,0.22,0.31,2.8291,0.18,0.01,2.4075,0.31,0.01,,,,,,,211028412,Mr. Jirasak S.,,GPSC,,TESTRANO 600,DA 193X,2/16/2018,33,32,32,55,,0.31,0.31,0.09,0.27,0.18,0.04,0.22,0.31,0.17,0.02,0.15,0.04,0.18,0.01,0.3,0.02,0.28,0.03,0.31,0.01,,,,,,,,,,,,
512033,2/9/2024,3.254,0.18,0,2.828,0.14,0,2.407,0.29,0,,-,-,-,-,,-,-,-,-,3.254,0.18,0.03,2.828,0.14,0.04,2.407,0.29,0.04,-,-,-,-,-,-,3.253,0.15,0.03,2.827,0.11,0.04,2.406,0.25,0.04,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,1/18/2024,32,30,30,61,,0.29,0.04,0.18,0,0.18,0.03,0.15,0.03,0.14,0,0.14,0.04,0.11,0.04,0.29,0,0.29,0.04,0.25,0.04,-,-,-,-,-,-,-,-,-,-,-,-
5200523,10/28/2022,-,-,-,29.88,0.03,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.88,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,29.89,0.07,0.03,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,30,40,-,60,,0.07,0.03,-,-,-,-,-,-,0.03,0,0.03,0.03,0.07,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5200523,11/29/2025,-,-,-,29.884,0.05,0.01,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.888,0.06,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.885,0.05,0,-,-,-,-,-,-,-,-,-,,Mr.Nattapong M.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,36,38,38,61,,0.06,0.01,-,-,-,-,-,-,0.05,0.01,0.06,0.01,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5200524,1/22/2023,-,-,-,,,,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,33,37,,59,,0,0,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5201090,10/28/2022,-,-,-,2.762,0.07,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,2.762,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,2.762,0.07,0,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,31,28,30,60,,0.07,0,-,-,-,-,-,-,0.07,0,0.07,0,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5201090,11/29/2025,,,,2.763,0.11,0,,,,,,,,,,,,,,,,,2.763,0.11,0,,,,,,,,,,,,,2.763,0.11,0,,,,,,,,,,,Mr.Nattapong M,Mr.Pornpong S.,Hitachi Energy,GPSC,,,,,,,,,0.11,0,,,,,,,0.11,0,0.11,0,0.11,0,,,,,,,,,,,,,,,,,,
5201091,1/22/2023,-,-,-,2.762,0.04,0.04,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,2.763,0.07,0.04,-,-,-,-,-,-,-,-,-,-,-,-,2.762,0.04,0,-,-,-,-,-,-,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,32,28,28,60,,0.07,0.04,-,-,-,-,-,-,0.04,0.04,0.07,0.04,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5310991,1/6/2020,100.03,0.01,0,95.263,0,0,90.5,0,0,,-,-,-,-,,-,-,-,-,100.03,0.01,0,95.263,0,0,90.5,0,0,-,-,-,-,-,-,100.03,0.01,0,95.263,0,0,90.5,0,0,-,-,-,-,-,-,,Mr.Wongsakorn M,Mr.Komsan,TIRATHAI PLC,GPSC,-,-,,-,-,-,-,,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
5310991,9/14/2023,-,-,-,95.361,0.11,0.01,-,-,-,,-,-,-,,,-,-,-,,-,-,-,95.367,0.11,0,-,-,-,-,-,,-,-,,-,-,-,95.364,0.11,0,-,-,-,-,-,,-,-,,30000013388,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,34,34,70,,0.11,0.01,-,-,-,-,-,-,0.11,0.01,0.11,0,0.11,0,-,-,-,-,-,-,-,,-,,-,,-,,-,,-,
54001,5/9/2016,3.265,0.06,0,2.838,0.04,0,2.412,0.08,0,,,,,,,,,,,3.265,0.06,0.06,2.838,0.04,0.07,2.412,0.08,0.08,,,,,,,3.267,0.12,0.06,2.84,0.11,0.07,2.414,0.17,0.08,,,,,,,,Mr. Anusit Sara,Mr. Suchat Monboyai,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,33,36,38,46,,0.17,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54001,5/3/2019,3.2644,0.04,0.01,2.8378,0.03,0,2.4112,0.07,0.01,-,-,-,-,-,-,-,-,-,-,3.2642,0.04,0,2.8377,0.02,0,2.4114,0.07,0.01,-,-,-,-,-,-,3.2641,0.03,0.01,2.8376,0.02,0.01,2.4112,0.07,0,-,-,-,-,-,-,191028229,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,33,33,65,Result test before OLTC overhaul,0.07,0.01,0.04,0.01,0.04,0,0.03,0.01,0.03,0,0.02,0,0.02,0.01,0.07,0.01,0.07,0.01,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-
54001,5/11/2019,3.2644,0.04,0,2.8377,0.02,0.01,2.4114,0.07,0,-,-,-,-,-,-,-,-,-,-,3.2644,0.04,0,2.838,0.04,0.01,2.4114,0.07,0,-,-,-,-,-,-,3.2643,0.04,0,2.8376,0.02,0,2.4113,0.07,0,-,-,-,-,-,-,191028229,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,39,41,41,29,,0.07,0.01,0.04,0,0.04,0,0.04,0,0.02,0.01,0.04,0.01,0.02,0,0.07,0,0.07,0,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-
54001,9/14/2023,3.264,0.03,0,2.837,0,0,2.411,0.04,0,,-,-,-,-,,-,-,-,,3.264,0.03,0,2.837,0,0,2.411,0.04,0,-,-,-,-,-,,3.264,0.03,0,2.837,0,0,2.411,0.04,0,-,-,-,-,-,,30000013388,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,31,38,38,70,,0.04,0,0.03,0,0.03,0,0.03,0,0,0,0,0,0,0,0.04,0,0.04,0,0.04,0,-,-,-,-,-,-,-,,-,,-,
54002,6/14/2012,3.2646,0.05,0,2.8382,0.04,0.01,2.4188,0.37,0,8,,2.933,,,11,,2.7908,,,3.2646,0.05,0.01,2.838,0.04,0,2.4188,0.37,0.29,2.8856,,,2.7908,,,3.2648,0.06,0.01,2.838,0.04,0.01,2.4118,0.07,0.29,2.8856,,,2.791,,,,,,,,,,,,,,,,0.37,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54002,11/24/2016,3.268,0.15,0,2.839,0.07,0.04,2.413,0.12,0,,,,,,,,,,,3.268,0.15,0.06,2.84,0.11,0.11,2.413,0.12,0.08,,,,,,,3.27,0.21,0.06,2.843,0.21,0.14,2.415,0.21,0.08,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,35,32,32,54,,0.21,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54002,2/3/2021,3.264,0.03,0,2.838,0.04,0,2.411,0.04,0,,,,,,,,,,,3.264,0.03,0,2.838,0.04,0.04,2.411,0.04,0,,,,,,,3.264,0.03,0,2.837,0,0.04,2.411,0.04,0,,,,,,,201007518,Mr.Jirasak S.,,GPSC,GPSC,TESTRANO 600,DA193X,,30,36,36,65,,0.04,0.04,0.03,0,0.03,0,0.03,0,0.04,0,0.04,0.04,0,0.04,0.04,0,0.04,0,0.04,0,,,,,,,,,,,,
5513053,11/4/2019,3.6346,0.07,0.01,3.4656,0.05,0.01,3.2965,0.17,0.01,,-,-,-,-,,-,-,-,-,3.6343,0.07,0.02,3.4654,0.04,0.02,3.2963,0.16,0.02,-,-,-,-,-,-,3.6351,0.05,0.01,3.466,0.06,0.01,3.2969,0.18,0.01,-,-,-,-,-,-,,Tanasak,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,32,34,34,68,Before OLTC overhaul.,0.18,0.02,0.07,0.01,0.07,0.02,0.05,0.01,0.05,0.01,0.04,0.02,0.06,0.01,0.17,0.01,0.16,0.02,0.18,0.01,-,-,-,-,-,-,-,-,-,-,-,-
5513053,11/6/2019,3.6348,0.06,0.01,3.467,0.09,0.05,3.2965,0.17,0.01,,-,-,-,-,,-,-,-,-,3.6345,0.07,0.01,3.4654,0.04,0.01,3.2963,0.16,0.01,-,-,-,-,-,-,3.6349,0.06,0,3.4657,0.05,0.04,3.2967,0.17,0.01,-,-,-,-,-,-,,Tanasak,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,32,33,33,68,After OLTC overhaul.,0.17,0.05,0.06,0.01,0.07,0.01,0.06,0,0.09,0.05,0.04,0.01,0.05,0.04,0.17,0.01,0.16,0.01,0.17,0.01,-,-,-,-,-,-,-,-,-,-,-,-
5513053,6/11/2025,3.6342,0.08,0.01,3.4652,0.03,0.01,3.2961,0.15,0.01,,,,,,,,,,,3.634,0.08,0.01,3.4649,0.03,0.01,3.2959,0.15,0.01,,,,,,,3.6343,0.07,0,3.4652,0.03,0,3.2962,0.16,0,,,,,,,,Mr. Polasart P.,,HITACHI,,TESTRANO 600,CH158W,11/12/2024,,,,,,0.16,0.01,0.08,0.01,0.08,0.01,0.07,0,0.03,0.01,0.03,0.01,0.03,0,0.15,0.01,0.15,0.01,0.16,0,,,,,,,,,,,,
5513260,8/19/2014,,,,95.467,0.22,0.01,,,,,,,,,,,,,,,,,95.457,0.21,0.01,,,,,,,,,,,,,95.462,0.21,0.01,,,,,,,,,,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Ratech TR. Spy Mark II,283-180,,,,,,,0.22,0.01,,,,,,,0.22,0.01,0.21,0.01,0.21,0.01,,,,,,,,,,,,,,,,,,
5513260,3/4/2019,-,-,-,95.4312,0.18,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.4334,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,95.4343,0.18,0,-,-,-,-,-,-,-,-,-,191011798,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,35,45,56,,0.18,0,-,-,-,-,-,-,0.18,0,0.18,0,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5513260,2/6/2024,-,-,-,95.43,0.18,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.43,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,95.43,0.18,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,1/18/2024,,,,,,0.18,0,-,-,-,-,-,-,0.18,0,0.18,0,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5513260,2/12/2024,,,,95.4376,0.19,0,,,,,,,,,,,,,,,,,95.4373,0.19,0.01,,,,,,,,,,,,,95.4312,0.18,0.01,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,10/9/2024,34,34,34,50,Test at service tap only,0.19,0.01,,,,,,,0.19,0,0.19,0.01,0.18,0.01,,,,,,,,,,,,,,,,,,
55310126,12/25/2018,100.019,0,0,-,-,-,-,-,-,,-,-,-,-,,-,-,-,-,100.017,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,100.01,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,,Methee M.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,28,44,50,65,,0.01,0.01,0,0,0.01,0.01,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56016,12/12/2021,9.9671,0.08,0.05,9.0552,0.01,0,8.1487,0.01,0,,,,,,,,,,,9.9621,0.03,0,9.0553,0.01,0,8.1489,0.01,0,,,,,,,9.962,0.03,0.05,9.0555,0.02,0,8.1492,0.01,0.01,,,,,,,,Mr. Tanasak Khunnam,Mr. Pitsanuvet Khantee,"TIS Engineering and Service Co., Ltd",GPSC,Testrano 600,DA212X,8/17/2021,26,38,38,69,,0.08,0.05,0.08,0.05,0.03,0,0.03,0.05,0.01,0,0.01,0,0.02,0,0.01,0,0.01,0,0.01,0.01,,,,,,,,,,,,
56016,7/20/2025,9.962,0.03,0,9.056,0.02,0.01,8.1495,0.02,0,,,,,,,,,,,9.962,0.03,0,9.0555,0.02,0,8.1494,0.02,0,,,,,,,9.962,0.03,0,9.0558,0.02,0,8.1495,0.02,0,,,,,,,,,Pimchart P.,Hitachi Energy,GPSC,TESTRANO 600,DA193X,10/9/2024,29,38,38,65,,0.03,0.01,0.03,0,0.03,0,0.03,0,0.02,0.01,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,,,,,,,,,,,,
56018,2/14/2017,4.845,0.21,0,5.701,0,0.14,6.576,18.12,0.08,,,,,,,,,,,4.845,0.21,0.02,5.709,0.14,0.02,6.571,18.03,0.02,,,,,,,4.846,0.23,0.02,5.71,0.16,0.16,6.572,18.05,0.06,,,,,,,,,Jarin Suwan,,,Raytech/SPY MartIII,,4-Mar-17,30,37,37,34,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57001,10/6/2012,6.581,0.21,0,5.782,0.14,0.02,4.836,0.02,0,,,,,,,,,,,6.581,0.21,0,5.781,0.12,0.02,4.836,0.02,0,,,,,,,6.581,0.21,0,5.782,0.14,0,4.836,0.02,0,,,,,,,,Mr.Anusit Sara,Mr.Attaphon Laongjinda,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Raytech/SPY MARK II,,2/7/2012,,,,,,36.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57001,6/1/2018,6.5779,0.17,0.06,5.7831,0.16,0.01,4.8377,0.06,0,,,,,,,,,,,6.5818,0.23,0.01,5.7828,0.15,0.07,4.8377,0.06,0.1,,,,,,,6.5814,0.22,0.05,5.7787,0.08,0.08,4.8329,0.04,0.1,,,,,,,,,Mr.Methee Meechitti,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTANO600,DA212X,,37,36,36,56,,0.23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57001,1/21/2019,6.58,0.2,0,5.7812,0.12,0,4.8359,0.02,0,,,,,,,,,,,6.5797,0.19,0,5.7813,0.13,0.01,4.8361,0.02,0.01,,,,243000,,,6.5795,0.19,0.01,5.7806,0.11,0.01,4.8354,0.01,0.01,,,,,,,191001477,Mr. Jirasak S.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2/16/2018,32,32,32,60,Test result before overhaul OLTC,0.2,0.01,0.2,0,0.19,0,0.19,0.01,0.12,0,0.13,0.01,0.11,0.01,0.02,0,0.02,0.01,0.01,0.01,,,,,,,,,,,,
57001,1/24/2019,6.5799,0.2,0,5.7812,0.12,0.01,4.8359,0.02,0,,,,,,,,,,,6.5799,0.2,0.01,5.7809,0.12,0.01,4.8359,0.02,0.01,,,,,,,6.5794,0.19,0.01,5.7806,0.11,0.01,4.8354,0.01,0.01,,,,,,,191001477,Mr. Jirasak S.,Mr.Pimchart P.,CMT-GLOW,ENGIE GLOW,TESTRANO 600,DA 193X,2/16/2019,34,34,34,30,After overhaul OLTC,0.2,0.01,0.2,0,0.2,0.01,0.19,0.01,0.12,0.01,0.12,0.01,0.11,0.01,0.02,0,0.02,0.01,0.01,0.01,,,,,,,,,,,,
57005,6/11/2019,-,-,-,5.95,0.44,0.07,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.946,0.37,0.07,-,-,-,-,-,-,-,-,-,-,-,-,5.95,0.44,0,-,-,-,-,-,-,-,-,-,191030988,Mr.Chaichaleom W.,Mr.Jirasak S.,TIS,GLOW,TESTRANO 600,DA212X,4/19/2019,32,36,40,70,,0.44,0.07,-,-,-,-,-,-,0.44,0.07,0.37,0.07,0.44,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
