serial,date,H1_tap_max_ratio,H1_max_err,H1_max_phd,H1_tap_cen_ratio,H1_cen_err,H1_cen_phd,H1_tap_min_ratio,H1_min_err,H1_min_phd,H1_tap_N1,H1_tap_rate_N1,H1_ratio1,H1_err1,H1_phd1,H1_tap_N2,H1_tap_rate_N2,H1_ratio2,H1_err2,H1_phd2,H2_tap_max_ratio,H2_max_err,H2_max_phd,H2_tap_cen_ratio,H2_cen_err,H2_cen_phd,H2_tap_min_ratio,H2_min_err,H2_min_phd,H2_ratio1,H2_err1,H2_phd1,H2_ratio2,H2_err2,H2_phd2,H3_tap_max_ratio,H3_max_err,H3_max_phd,H3_tap_cen_ratio,H3_cen_err,H3_cen_phd,H3_tap_min_ratio,H3_min_err,H3_min_phd,H3_ratio1,H3_err1,H3_phd1,H3_ratio2,H3_err2,H3_phd2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR,MAXDEV,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9,Object10,Object11,Object12,Object13,Object14,Object15,Object16,Object17,Object18,Object19,Object20,Object21,Object22,Object23,Object24,Object25,Object26,Object27,Object28,Object29,Object30
4711343,1/14/2019,3.0428,0.01,0,2.7658,0.03,0,2.488,0.07,0.02,,,,,,,,,,,3.0427,0.01,0,2.7657,0.03,0,2.4886,0.05,0,,,,,,,3.0426,0.02,0.01,2.7656,0.03,0.01,2.4886,0.05,0.02,,,,,,,181100891,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2/16/2018,31,38,38,64,,0.07,0.02,0.01,0,0.01,0,0.02,0.01,0.03,0,0.03,0,0.03,0.01,0.07,0.02,0.05,0,0.05,0.02,,,,,,,,,,,,
4711343,9/16/2024,3.0425,0.02,0,2.7656,0.03,0.01,2.4889,0.04,0,,,,,,,,,,,3.0424,0.02,0.01,2.7654,0.04,0.01,2.4889,0.04,0,,,,,,,3.0427,0.01,0.01,2.7656,0.03,0,2.4889,0.04,0,,,,,,,,Mr. Polasart T.,,HITACHI,,TESTRANO 600,CH158W,,33,33,33,64,6 Year PM transformer (overhaul OLTC),0.04,0.01,0.02,0,0.02,0.01,0.01,0.01,0.03,0.01,0.04,0.01,0.03,0,0.04,0,0.04,0,0.04,0,,,,,,,,,,,,
4803167,10/8/2023,-,-,-,29.91,0.13,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.91,0.13,0,-,-,-,-,-,-,-,-,-,-,-,-,29.91,0.13,0,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Aekkarat M.,Hitachi Energy,GPSC,-,-,,,,,,,0.13,0,-,-,-,-,-,-,0.13,0,0.13,0,0.13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4803168,5/28/2022,-,-,-,29.909,0.13,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.912,0.14,0.02,-,-,-,-,-,-,-,-,-,-,-,-,29.918,0.16,0.03,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,31,40,40,71,,0.16,0.03,-,-,-,-,-,-,0.13,0.01,0.14,0.02,0.16,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4803168,4/30/2025,,,,29.909,0.13,0.01,,,,,,,,,,,,,,,,,29.912,0.14,0.03,,,,,,,,,,,,,29.92,0.17,0.04,,,,,,,,,,,Mr.Nattapong M.,Mr.Pornpong S.,Hitachi Energy,GPSC,,,,,,,,,0.17,0.04,,,,,,,0.13,0.01,0.14,0.03,0.17,0.04,,,,,,,,,,,,,,,,,,
4803321,5/28/2022,-,-,-,-,-,-,-,-,-,4,2.692,2.693,0.04,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.694,0.07,0.04,-,-,-,-,-,-,-,-,-,-,-,-,2.695,0.11,0.07,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,29,30,32,58,,0.11,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.04,0.07,0.04,0.11,0.07,-,-,-,-,-,-
4803321,4/30/2025,-,-,-,-,-,-,-,-,-,4,2.69,2.693,0.11,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.694,0.15,0,-,-,-,-,-,-,-,-,-,-,-,-,2.694,0.15,0.04,-,-,-,,Mr.Nattapong M.,Mr.Pornpong S.,Hitachi Energy,GPSC,TESTRANO 600,,,,,,,,0.15,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.04,0.15,0,0.15,0.04,-,-,-,-,-,-
4810106,2/25/2022,-,-,-,6.321,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3209,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,6.3207,0.04,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,33,38,38,62,,0.04,0,-,-,-,-,-,-,0.03,0,0.03,0,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4810106,3/20/2025,-,-,-,6.321,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.321,0.03,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.32,0.05,0.02,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Jirasak S.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,0.05,0.02,-,-,-,-,-,-,0.03,0,0.03,0.02,0.05,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4811735,10/7/2023,-,-,-,6.3208,0.01,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.3206,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-,6.3209,0.01,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak Suksakun,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,8/27/2021,31,30,30,73,,0.01,0,-,-,-,-,-,-,0.01,0,0.01,0,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48310781,8/25/2018,,,,55.002,0,0.02,,,,,,,,,,,,,,,,,54.992,0.01,0.05,,,,,,,,,,,,,55.017,0.03,0.03,,,,,,,,,,181079108,Mr. Methee M.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2/16/2018,32,40,-,-,,0.03,0.05,,,,,,,0,0.02,0.01,0.05,0.03,0.03,,,,,,,,,,,,,,,,,,
48310781,9/15/2018,,,,55.0038,0.01,0.01,,,,,,,,,,,,,,,,,55.0005,0,0.01,,,,,,,,,,,,,55.0057,0.01,0,,,,,,,,,,,Mr. Methee M.,Mr Pimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,,32,33,33,60,,0.01,0.01,,,,,,,0.01,0.01,0,0.01,0.01,0,,,,,,,,,,,,,,,,,,
4902687,10/9/2023,-,-,-,-,-,-,-,-,-,4,2.69,2.694,0.15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.694,0.15,0.04,-,-,-,-,-,-,-,-,-,-,-,-,2.693,0.11,0.04,-,-,-,,Mr.Prawit N.,Mr.Aekkarat M.,Hitachi Energy,GPSC,,,,,,,,,0.15,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,0,0.15,0.04,0.11,0.04,-,-,-,-,-,-
4912019,5/1/2020,-,-,-,-,-,-,-,-,-,2,6.294,6.296,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.296,0.03,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.297,0.05,0.02,-,-,-,,Mr.Pisit,Mr.Waranon,TIRATHAI PLC,GPSC,Raytech Mark III,30-002-B0,,-,34,34,-,,0.05,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0,0.03,0.02,0.05,0.02,-,-,-,-,-,-
4912019,2/22/2024,-,-,-,-,-,-,-,-,-,2,6.294,6.295,0.02,0.02,,-,-,-,-,-,-,-,-,-,-,-,-,-,6.294,0,0,-,-,-,-,-,-,-,-,-,-,-,-,6.294,0,0.02,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,12/25/2023,37,33,33,57,,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.02,0,0,0,0.02,-,-,-,-,-,-
4912019,3/4/2024,-,-,-,-,-,-,-,-,-,2,6.294,6.294,0,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.295,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.294,0,0,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,12/25/2023,30,30,30,60,,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.02,0.02,0.02,0,0,-,-,-,-,-,-
4912020,6/26/2020,-,-,-,-,-,-,-,-,-,2,6.294,6.301,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.301,0.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.302,0.13,0.02,-,-,-,,Mr.Phitsanu,Mr.Anusorn,TIRATHAI PLC,GPSC,Megger TRAX 220,1800333,,28,30,30,93.5,,0.13,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0,0.11,0.02,0.13,0.02,-,-,-,-,-,-
4912020,7/14/2024,-,-,-,-,-,-,-,-,-,2,6.2944,6.297,0.04,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.296,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,6.296,0.03,0.02,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,42,42,58,,0.04,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.02,0.03,0,0.03,0.02,-,-,-,-,-,-
4912021,12/25/2023,-,-,-,-,-,-,-,-,-,2,6.2944,6.295,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.294,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.295,0.01,0,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,34,33,33,58,,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.02,0.01,0.02,0.01,0,-,-,-,-,-,-
4912022,10/6/2023,3.048,0.26,0.1,2.721,0.04,0,2.396,0.25,0,-,-,-,-,-,-,-,-,-,-,3.045,0.16,0.03,2.721,0.04,0,2.396,0.25,0.04,-,-,-,-,-,-,3.046,0.2,0.07,2.721,0.04,0,2.397,0.29,0.04,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,32,40,38,69,,0.29,0.1,0.26,0.1,0.16,0.03,0.2,0.07,0.04,0,0.04,0,0.04,0,0.25,0,0.25,0.04,0.29,0.04,-,-,-,-,-,-,-,-,-,-,-,-
4912023,10/13/2023,3.045,0.16,0,2.721,0.04,0.04,2.395,0.21,0.04,-,-,-,-,-,-,-,-,-,-,3.045,0.16,0,2.72,0,0.04,2.396,0.25,0.04,-,-,-,-,-,-,3.045,0.16,0,2.721,0.04,0,2.397,0.29,0.08,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,38,36,36,49,,0.29,0.08,0.16,0,0.16,0,0.16,0,0.04,0.04,0,0.04,0.04,0,0.21,0.04,0.25,0.04,0.29,0.08,-,-,-,-,-,-,-,-,-,-,-,-
5000574,10/5/2023,-,-,-,29.9,0.1,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.902,0.11,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.906,0.12,0.02,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,35,34,34,63,,0.12,0.02,-,-,-,-,-,-,0.1,0.01,0.11,0.01,0.12,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5000574,11/20/2025,-,-,-,29.904,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.905,0.12,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.902,0.11,0.01,-,-,-,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Suchart M.,Hitachi Energy,GPSC,,,,30,36,36,65,,0.12,0.01,-,-,-,-,-,-,0.11,0,0.12,0.01,0.11,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5000575,10/5/2023,-,-,-,29.9,0.1,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.902,0.11,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.906,0.12,0.02,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,37,35,34,56,,0.12,0.02,-,-,-,-,-,-,0.1,0.01,0.11,0.01,0.12,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5000575,11/15/2025,-,-,-,29.902,0.11,0.01,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.905,0.12,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.902,0.11,0,-,-,-,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,30,36,36,65,,0.12,0.01,-,-,-,-,-,-,0.11,0.01,0.12,0.01,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5000576,10/25/2023,-,-,-,29.9,0.23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,0.23,0,-,-,-,-,-,-,-,-,-,-,-,-,29.9,0.23,0,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,34,34,34,63,,0.23,0,-,-,-,-,-,-,3.24,,,,,,,,,,,,,,,,,,,,,,,
5000576,11/15/2025,-,-,-,29.901,0.23,0.01,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.904,0.22,0,-,-,-,-,-,-,-,-,-,-,-,-,29.904,0.22,0.01,-,-,-,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,30,36,36,65,,0.23,0.01,-,-,-,-,-,-,0.23,0.01,0.22,0,0.22,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5000577,10/23/2023,-,-,-,29.896,0.09,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.902,0.11,0.03,-,-,-,-,-,-,-,-,-,-,-,-,29.912,0.14,0.05,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,33,32,32,65,,0.14,0.05,-,-,-,-,-,-,0.09,0.02,0.11,0.03,0.14,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5000577,11/15/2025,-,-,-,29.903,0.11,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.903,0.11,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.906,0.12,0.01,-,-,-,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,30,36,36,65,,0.12,0.01,-,-,-,-,-,-,0.11,0,0.11,0.01,0.12,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5001700,1/31/2022,-,-,-,29.893,0.08,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.893,0.08,0.03,-,-,-,-,-,-,-,-,-,-,-,-,29.901,0.1,0.03,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,33,32,32,60,,0.1,0.03,-,-,-,-,-,-,0.08,0,0.08,0.03,0.1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5001700,1/31/2025,-,-,-,29.883,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.884,0.05,0.01,-,-,-,-,-,-,-,-,-,-,-,-,29.888,0.06,0.02,-,-,-,-,-,-,-,-,-,,Mr.Polasart T.,Mr.Panya,Hitachi Energy,GPSC,TESTRANO 600,,,,,,,,0.06,0.02,-,-,-,-,-,-,0.04,0,0.05,0.01,0.06,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5001766,7/16/2021,-,-,-,29.891,0.07,0.01,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,29.893,0.08,0,-,-,-,-,-,-,-,-,-,-,-,-,29.893,0.08,0.01,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Waranon T.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,33,34,34,72,,0.08,0.01,-,-,-,-,-,-,0.07,0.01,0.08,0,0.08,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5001769,7/15/2021,-,-,-,2.763,0.11,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,2.763,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,2.763,0.11,0,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Waranon T.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,35,42,42,77,,0.11,0,-,-,-,-,-,-,0.11,0,0.11,0,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5011857,5/6/2018,-,-,-,4.328,0,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3266,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,4.328,0,0,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Raytech/Spymark III,283180,2/18/2018,32,41,41,67,,0.03,0.03,-,-,-,-,-,-,0,0.03,0.03,0.03,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5011857,5/8/2021,-,-,-,4.344,0.37,0.25,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,4.333,0.12,0.21,-,-,-,-,-,-,-,-,-,-,-,-,4.324,0.09,0.46,-,-,-,-,-,-,-,-,-,211003691,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,30,40,40,52,,0.37,0.46,-,-,-,-,-,-,0.37,0.25,0.12,0.21,0.09,0.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5011857,8/1/2024,,,,4.3188,0.21,0.19,,,,,,,,,,,,,,,,,4.3269,0.03,0.25,,,,,,,,,,,,,4.3376,0.22,0.43,,,,,,,,,,30000039495,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA193X,12/27/2023,34,34,34,70,,0.22,0.43,,,,,,,0.21,0.19,0.03,0.25,0.22,0.43,,,,,,,,,,,,,,,,,,
5011858,1/29/2015,4.1657,-0.05,,3.7893,0.01,,3.413,0.09,,1L,,3.8363,0,,1R,,3.7423,0.02,,4.166,-0.04,,3.7896,0.02,,3.4131,0.09,,3.8365,0.01,,3.7425,0.03,,4.1657,-0.05,,3.7893,0.02,,3.412,0.09,,3.8365,0.01,,3.7422,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011858,10/18/2016,4.166,0.05,0.02,,100,-,,,,,,,,,,,,,,4.167,0.02,0.02,,100,-,,,,,,,6690,,,4.166,0.05,0,,100,-,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai Kulala,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,29,31,33,72,89,100,0.02,0.05,0.02,0.02,0.02,0.05,0,100,-,100,-,100,-,,,,,,,,,,,,,,,,,,
5011858,10/18/2016,4.166,0.05,0.02,3.789,0,0.03,3.413,0.09,0.03,,,,,,,,,,,4.167,0.02,0.02,3.79,0.03,0.03,3.414,0.12,0.03,,,,4910,,,4.166,0.05,0,3.789,0,0,3.413,0.09,0,,,,,,,,Mr. Anysit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Raytech / Spy Mark III,314151,3/16/2016,29,31,33,72,,0.12,0.03,0.05,0.02,0.02,0.02,0.05,0,0,0.03,0.03,0.03,0,0,0.09,0.03,0.12,0.03,0.09,0,,,,,,,,,,,,
5011858,5/5/2018,4.164,0.1,0.02,3.7885,0.01,0,3.41,0,0.06,,,,,,,,,,,4.165,0.07,0.01,3.7885,0.01,0.01,3.4119,0.06,0.01,,,,4910,,,4.1653,0.06,0.03,3.7888,0.01,0.01,3.4121,0.06,0.06,,,,,,,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Raytech / Spy Mark III,283-180,2/18/2018,32,34,34,70,,0.1,0.06,0.1,0.02,0.07,0.01,0.06,0.03,0.01,0,0.01,0.01,0.01,0.01,0,0.06,0.06,0.01,0.06,0.06,,,,,,,,,,,,
5011858,5/9/2021,4.1668,0.02,0.01,3.7901,0.03,0.01,3.4137,0.11,0.03,,-,-,-,-,,-,-,-,-,4.1662,0.04,0.04,3.7896,0.02,0.04,3.4128,0.08,0.05,-,-,-,-,-,-,4.1647,0.07,0.05,3.788,0.02,0.06,3.4111,0.03,0.08,-,-,-,-,-,-,211003692,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,35,34,34,61,,0.11,0.08,0.02,0.01,0.04,0.04,0.07,0.05,0.03,0.01,0.02,0.04,0.02,0.06,0.11,0.03,0.08,0.05,0.03,0.08,-,-,-,-,-,-,-,-,-,-,-,-
50310092,2/27/2019,-,-,-,-,-,-,-,-,-,2,97.64,97.664,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.663,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,97.659,0.02,0.01,-,-,-,,Jirasak S.,Pimchart P.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,33,35,35,51,After repair leak.,0.02,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0,0.02,0,0.02,0.01,-,-,-,-,-,-
508038,3/16/2016,2.413,0.12,0,2.841,0.14,0,3.27,0.21,0,,,,,,,,,,,2.413,0.12,0.04,2.841,0.14,0.07,3.27,0.21,0.09,,,,,,,2.414,0.17,0.04,2.843,0.21,0.07,3.273,0.31,0.09,,,,,,,,Anusit Sara,,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,SPY MarkIII,314151,3/16/2016,32,39,40,52,,0.31,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508038,11/15/2016,3.27,0.21,0,2.841,0.14,0,2.413,0.12,0,9,2.884,2.888,,,11,2.789,2.794,,,3.27,0.21,0.09,2.841,0.14,0.07,2.413,0.12,0.04,2.888,,,2.794,,,3.273,0.31,0.09,2.843,0.21,0.07,2.414,0.17,0.04,2.888,,,2.796,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,,,Raytech/SPY MarkIII,314151,16-Mar-16,32,39,40,52,,0.31,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508038,10/8/2020,3.267,,,2.839,,,2.411,,,2,3.215,3.221,0.19,0,3,3.168,3.17,0.06,0,3.267,,,2.839,,,2.411,,,3.221,0.19,0.03,3.17,0.06,0,3.627,,,2.839,,,2.411,,,3.22,0.16,0.03,3.17,0.06,0,201007511,Mr.Jirasak S.,,GPSC/NHT,,TESTRANO 600,DA193X,2/16/2018,27,34,34,70,,0.19,0.03,,,,,,,,,,,,,,,,,,,0.19,0,0.19,0.03,0.16,0.03,0.06,0,0.06,0,0.06,0
508038,12/24/2023,3.2675,0.14,0,2.8392,0.08,0,2.411,0.04,0,,,,,,,,,,,3.2674,0.13,0.01,2.8391,0.07,0.01,2.4109,0.04,0.39,,,,,,,3.267,0.12,0.02,2.8389,0.07,0.01,2.4016,0.35,0.39,,,,,,,,Mr. Methee Meechitti,Mr. Methee Meechitti,GPSC,GPSC,TESTRANO 600,DA193X,2/16/2018,32,32,32,30,After Overhaul OLTC,0.35,0.39,0.14,0,0.13,0.01,0.12,0.02,0.08,0,0.07,0.01,0.07,0.01,0.04,0,0.04,0.39,0.35,0.39,,,,,,,,,,,,
508038,12/24/2023,3.2675,0.14,0,2.8392,0.08,0,2.411,0.04,0,,,,,,,,,,,3.2674,0.13,0.01,2.8391,0.07,0.01,2.4109,0.04,0.01,,,,,,,3.267,0.12,0.02,2.8389,0.07,0.01,2.4106,0.02,0.02,,,,,,,,Mr.Jirasak S.,,GPSC,,,,,,,,,,0.14,0.02,0.14,0,0.13,0.01,0.12,0.02,0.08,0,0.07,0.01,0.07,0.01,0.04,0,0.04,0.01,0.02,0.02,,,,,,,,,,,,
510049,4/1/2015,2.092,0.05,0.05,1.902,0.05,0.05,1.617,0.06,0.06,,,,,,,,,,,2.091,0,0.05,1.901,0,0.05,1.616,0,0.06,,,,,,,2.09,0.05,0.1,1.9,0.05,0.11,1.615,0.06,0.12,,,,,,,,Mr. Thanongsak Pigunkaew,,TIS Engineering and Service Co. Ltd,,Raytech / SPY Mark III,-,3/9/2015,,,,,,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510049,7/18/2017,2.0908,0.01,0.09,1.9012,0.01,0.08,1.6166,0.04,0.07,,,,,,,,,,,2.089,0.1,0.02,1.8997,0.07,0,1.6155,0.03,0.02,,,,,,,2.0894,0.08,0.07,1.8997,0.07,0.08,1.6151,0.06,0.09,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314151,1/16/2017,34,33,32,65,,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510049,8/29/2019,2.0908,0.01,0,1.901,0,0,1.6162,0.01,0,,-,-,-,-,,-,-,-,-,2.0909,0,0,1.901,0,0,1.6162,0.01,0,-,-,-,-,-,-,2.0909,0,0,1.901,0,0,1.6162,0.01,0,-,-,-,-,-,-,191036006,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2019,29,39,39,71,Test before Overhaul OLTC.,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-
510049,8/31/2019,2.0912,0.01,0,1.9013,0.02,0.01,1.6165,0.03,0,,-,-,-,-,,-,-,-,-,2.0913,0.01,0,1.9014,0.02,0,1.6165,0.03,0,-,-,-,-,-,-,2.0913,0.01,0,1.9014,0.02,0.01,1.6165,0.03,0,-,-,-,-,-,-,191036006,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2019,29,39,39,71,Test after overhaul OLTC.,0.03,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0.02,0,0.02,0.01,0.03,0,0.03,0,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-
